1	tt0904666:6.7	tt0915366:6.7	tt0915367:7.0	tt0921274:7.0	tt0931908:7.5	tt0960451:7.3	tt0980571:7.1	
2	tt1174329:6.9	tt1177000:6.8	tt1177478:7.1	tt1177479:6.6	tt1177480:6.8	tt1177481:7.8	
3	tt1453332:7.6	tt1491909:7.8	tt1496936:8.1	tt1724777:8.6	tt1724778:8.1	tt1728759:7.8	
