1	tt0662316:7.8	tt0662322:9.0	tt0662329:8.2	tt0662339:7.7	tt0662383:8.1	tt0662388:8.3	tt0662390:7.8	tt0662394:7.9	
5	tt0662317:7.5	tt0662318:7.6	tt0662320:7.7	tt0662323:7.3	tt0662325:7.9	tt0662326:7.8	tt0662328:7.8	tt0662334:7.8	tt0662343:8.5	tt0662344:7.7	tt0662348:6.6	tt0662350:8.1	tt0662351:8.3	tt0662355:7.4	tt0662358:7.8	tt0662366:8.0	tt0662370:8.1	tt0662371:8.5	tt0662374:7.5	tt0662387:7.9	tt0662406:7.7	tt0662410:7.8	tt0662414:8.2	tt0662416:8.2	
2	tt0662319:8.5	tt0662347:8.4	tt0662393:8.7	tt0662396:9.1	tt0662401:8.6	tt0662420:8.4	tt0662421:8.3	
3	tt0662321:8.1	tt0662330:8.6	tt0662332:9.1	tt0662335:8.1	tt0662336:8.2	tt0662346:8.1	tt0662357:8.2	tt0662359:8.2	tt0662364:8.2	tt0662373:7.7	tt0662380:8.3	tt0662381:8.5	tt0662382:8.2	tt0662386:8.4	tt0662389:8.6	tt0662403:8.4	tt0662404:8.5	tt0662405:8.5	tt0662413:8.7	tt0662419:8.2	tt0760993:8.3	tt0788722:8.2	tt0789570:8.1	
6	tt0662324:7.1	tt0662331:7.2	tt0662337:7.9	tt0662341:7.6	tt0662345:7.6	tt0662354:7.2	tt0662362:6.5	tt0662363:7.0	tt0662367:6.8	tt0662368:7.8	tt0662384:7.4	tt0662391:7.7	tt0662395:7.8	tt0662402:8.0	tt0662407:7.2	tt0662408:7.7	tt0662409:7.3	tt0662411:8.8	tt0662412:7.3	tt0662415:7.7	tt0662417:8.5	tt0662418:7.0	tt0662422:6.8	
4	tt0662327:8.1	tt0662333:8.4	tt0662338:7.9	tt0662340:8.4	tt0662342:8.1	tt0662349:8.1	tt0662352:7.9	tt0662353:7.9	tt0662356:8.6	tt0662360:8.5	tt0662361:8.5	tt0662365:8.3	tt0662369:8.7	tt0662372:7.8	tt0662375:8.5	tt0662376:8.7	tt0662377:8.4	tt0662378:7.7	tt0662379:8.3	tt0662385:8.2	tt0662392:7.9	tt0662397:7.5	tt0662398:8.3	tt0662399:7.7	tt0662400:8.7	
