13	tt10561288:-	tt10571024:-	tt10590496:-	tt10613026:-	tt10628764:-	tt10682732:-	tt10713110:-	tt10741858:-	
5	tt11853810:-	tt11860094:-	tt11860098:-	tt11860100:-	tt11860102:-	tt11860104:-	tt11860216:-	tt8614170:-	
4	tt11853848:-	tt11860066:-	tt11860068:-	tt11860070:-	tt11860072:-	tt11860074:-	tt11860076:-	tt11860218:-	
6	tt11853850:-	tt11860112:-	tt11860114:-	tt11860116:-	tt11860118:-	tt11860120:-	tt11860122:-	tt11860124:-	
7	tt11853852:-	tt11860126:-	tt11860128:-	tt11860130:-	tt11860132:-	tt11860134:-	tt11860136:-	tt11860138:-	
8	tt11853854:-	tt11860140:-	tt11860142:-	tt11860144:-	tt11860146:-	tt11860148:-	tt11860150:-	tt11860152:-	
9	tt11853856:-	tt11860156:-	tt11860158:-	tt11860160:-	tt11860162:-	tt11860164:-	tt11860166:-	tt11860168:-	
10	tt11853858:-	tt11860170:-	tt11860172:-	tt11860174:-	tt11860176:-	tt11860178:-	tt11860182:-	tt11860184:-	
1	tt11853876:-	tt11853930:-	tt11853932:-	tt11853934:-	tt11853936:-	tt11853938:-	
3	tt11853878:-	tt11853910:-	tt11853912:-	tt11853914:-	tt11853916:-	tt11853918:-	
2	tt11853882:-	tt11853898:-	tt11853900:-	tt11853902:-	tt11853904:-	tt11853906:-	tt11853908:-	
11	tt11860192:-	tt11860194:-	tt11860196:-	tt11860198:-	tt11860200:-	tt11860202:-	tt11860204:-	tt11860206:-	tt7280442:-	
12	tt11860212:-	tt8616190:-	tt8616276:-	tt8616320:-	tt8618946:-	tt8618956:-	tt8618968:-	tt8618990:-	
14	tt13031732:-	tt13031806:-	tt13031908:-	tt13032026:-	tt13032084:-	tt13032126:-	tt13032234:-	
