1	tt1207430:-	tt1207431:-	
10	tt1207432:-	tt1207433:-	
11	tt1207434:-	tt1207435:-	
12	tt1207436:-	tt1207437:-	
13	tt1207438:-	tt1207439:-	tt1438079:-	tt1438080:-	tt1438081:-	tt1438082:-	tt1438083:-	tt1438084:-	tt1438085:-	tt1438086:-	tt1438087:-	tt1438088:-	tt1438089:-	tt1438090:-	tt1438091:-	tt1438092:-	tt1438093:-	
14	tt1207440:-	tt1207441:-	
15	tt1207442:-	tt1207443:-	tt1207444:-	
2	tt1207445:-	tt1207446:-	
3	tt1207447:-	tt1207448:-	
4	tt1207449:-	tt1207450:-	tt1207451:-	
5	tt1207452:-	tt1207453:-	
6	tt1207454:-	tt1208438:-	
7	tt1207455:-	tt1207456:-	
8	tt1207457:-	tt1208437:-	
9	tt1207458:-	tt1207459:-	
16	tt2175262:-	tt2175274:-	
