1	tt1286387:-	tt1286388:-	tt1286389:-	tt1286710:-	tt1286711:-	tt1286712:-	tt1289114:-	tt1289115:-	tt1305382:-	tt1305383:-	tt1305633:-	tt1305634:-	
2	tt1488857:-	tt1488858:-	tt1488859:-	tt1591341:-	tt1591342:-	tt1591343:-	tt1591344:-	tt1591345:-	tt1591346:-	tt1591347:-	tt1591348:-	tt1591349:-	tt1591350:-	
3	tt1706903:-	tt1706904:-	tt1710747:-	tt1715553:-	tt1717923:-	tt1722082:-	tt1725673:-	tt1731307:-	tt1735683:-	tt1738579:-	tt1747314:-	tt1750894:-	tt1905846:-	
4	tt1998781:-	tt2016614:-	tt2024057:-	tt2031830:-	tt2035146:-	tt2042130:-	tt2058981:-	tt2062902:-	tt2068426:-	tt2080886:-	tt2088412:-	tt2090212:-	tt2090213:-	
5	tt2314823:-	tt2314825:-	tt2314827:-	tt2314829:-	tt2314831:-	tt2314833:-	tt2314835:-	tt2314837:-	tt2314839:-	tt2314841:-	
