1	tt13886468:-	tt13886470:-	tt13886472:-	tt13886474:-	tt13886476:-	tt13886478:-	tt13886480:-	
2	tt13886504:-	tt13886506:-	tt13886508:-	tt13886510:-	tt13886512:-	tt13886514:-	tt13886516:-	
3	tt13886536:-	tt13886538:-	tt13886540:-	tt13886542:-	tt13886544:-	
4	tt13886548:-	tt13886550:-	tt13886552:-	tt13886554:-	tt13886558:-	tt13886560:-	
5	tt13886570:-	tt13886572:-	tt13886574:-	tt13886576:-	tt13886578:-	tt13886580:-	
6	tt13886590:-	tt13886592:-	tt13886594:-	tt13886596:-	tt13886598:-	tt13886600:-	
7	tt13886650:-	tt13886652:-	tt13886654:-	tt13886656:-	tt13886658:-	tt13886660:-	tt1738261:-	
8	tt13886670:-	tt13886672:-	tt13886674:-	tt1738258:-	tt1738259:-	
9	tt13886698:-	tt13886700:-	tt13886702:-	tt13886704:-	tt1738264:-	
10	tt13886720:-	tt13886724:-	tt13886726:-	tt13886728:-	tt1738262:-	
11	tt13886748:-	tt13886750:-	tt13886752:-	tt13886754:-	tt1738260:-	
12	tt13886778:-	tt13886780:-	tt13886782:-	tt13886786:-	tt1738263:-	
13	tt13886792:-	tt13886794:-	tt13886796:-	tt13886798:-	tt13886800:-	
14	tt13886810:-	tt13886812:-	tt13886814:-	tt13886818:-	tt13886820:-	
