3	tt10256932:9.1	tt11559140:9.0	tt11559142:9.0	tt11559146:9.1	tt11663644:9.2	tt11663646:9.3	tt11700944:9.3	tt11700950:9.5	tt12001366:9.4	tt12001374:9.8	tt12001378:9.8	tt12001380:9.7	tt12162334:9.4	tt12232094:9.7	tt12327296:9.2	tt12327300:9.2	tt12765074:9.1	tt12806844:8.6	tt12845054:9.4	tt12845056:9.1	tt12845058:9.2	tt12988152:9.3	tt13030614:9.3	tt13071752:9.4	tt13071754:9.6	
1	tt10256940:7.6	tt10256944:8.3	tt1517747:7.3	tt1523230:7.3	tt1530846:7.1	tt1530847:7.9	tt1531714:7.4	tt1539934:7.2	tt1548857:7.7	tt1548858:7.0	tt1558551:7.5	tt1558552:7.8	tt1562830:7.8	tt1576329:7.9	tt1576330:5.8	tt1576331:7.0	tt1596998:6.8	tt1596999:7.4	tt1597000:6.9	tt1597001:6.9	tt1597002:7.2	tt1631259:8.2	tt1631260:7.6	tt1631261:7.3	tt1631262:7.2	tt1631263:6.9	
2	tt10256954:8.2	tt4525470:7.9	tt4525478:7.6	tt4525482:7.6	tt4525486:7.8	tt4525490:8.5	tt4525492:8.2	tt4525494:7.8	tt4525496:7.9	tt4525498:7.8	tt4525502:8.1	tt4525506:8.0	tt4525510:7.8	tt4525512:8.1	tt4525516:8.7	tt4525518:9.0	tt4525520:8.3	tt4525522:6.7	tt4525524:6.7	tt4525528:7.2	tt4525530:6.5	tt4525532:7.1	tt4525536:7.1	tt4525538:7.2	tt4525540:7.8	
