1	tt0652685:-	tt0652686:-	tt0652687:-	tt0652688:-	tt0894468:-	tt11287156:-	tt11291436:-	tt11291438:-	tt11291440:-	tt11291968:-	tt11291972:-	tt11291976:-	tt11291978:-	tt11379812:-	tt11379816:-	tt11379818:-	tt11379820:-	tt11379822:-	tt11379824:-	tt11424444:-	tt11424448:-	tt11424452:-	
2	tt0652689:-	tt0652690:-	tt0652691:-	tt0652692:-	tt11658172:-	tt11658174:-	tt11658178:-	tt11664060:-	tt11687212:-	tt11687214:-	tt11692430:-	tt11692558:-	tt11692560:-	tt11692562:-	tt11692564:-	tt11755580:-	tt11755582:-	tt11760862:-	tt11800002:-	tt11800006:-	tt11800008:-	tt11800010:-	tt11930692:-	tt11930696:-	tt11930700:-	tt11953692:-	tt12004518:-	tt12004520:-	
3	tt0652693:-	tt0652694:-	tt0652695:-	tt0652696:-	tt0652697:-	tt12089874:-	tt12112208:-	tt12112210:-	tt12140116:-	tt12140118:-	tt12140120:-	tt12140122:-	tt12166072:-	tt12166074:-	tt12166076:-	tt12166078:-	tt12381490:-	tt12381494:-	tt12386060:-	tt12411426:-	tt12411428:-	tt12411430:-	tt12411432:-	tt12453272:-	tt12453274:-	tt12453276:-	tt12486026:-	tt12505954:-	
4	tt0652698:-	tt0652699:-	tt0652700:-	tt0652707:-	tt1001047:-	tt1138957:-	tt12606446:-	tt12606450:-	tt12606452:-	tt12606454:-	tt12638406:-	tt12638408:-	tt12638410:-	tt12638412:-	tt12683748:-	tt12683750:-	tt12690780:-	tt12753762:-	tt12753764:-	tt12789454:-	tt12789456:-	tt12789458:-	tt12789460:-	tt12833266:-	tt12833268:-	tt12833270:-	tt12833272:-	tt12875632:-	tt6034810:-	
5	tt0652701:-	tt0652702:-	tt0652703:-	tt1120454:-	tt13039708:-	tt13063598:-	tt13063600:-	tt13063602:-	tt13063604:-	tt13106568:-	tt13106570:-	tt13106572:-	tt13182500:-	tt13182502:-	tt13182504:-	tt13182506:-	tt13241518:-	tt13241522:-	tt13241524:-	tt13288778:-	tt13288780:-	tt13288782:-	tt13317070:-	tt13317072:-	tt13317074:-	tt13317076:-	tt13393822:-	tt13460456:-	tt2274719:-	tt2602954:-	
6	tt0652704:-	tt0652705:-	tt0652706:-	tt13517046:-	tt13517050:-	tt13517052:-	tt13517054:-	tt13563540:-	tt13563542:-	tt13563544:-	tt13563546:-	tt13594500:-	tt13594502:-	tt13594504:-	tt13649776:-	tt13649782:-	tt13649784:-	tt13649786:-	tt13706832:-	tt13706834:-	tt13706836:-	tt13706838:-	tt13753822:-	tt13753824:-	tt13789244:-	tt13822680:-	tt13842584:-	tt13913512:-	tt13913514:-	tt1694847:-	
