1	tt0586951:-	tt0586952:-	tt0586953:-	tt0586954:-	tt0586956:-	tt0586957:-	tt0586958:-	tt0586959:-	tt0586960:-	tt0586961:6.4	tt0586962:-	tt0586963:-	tt0586964:-	tt0586965:-	tt0586966:-	tt0586968:-	tt0586969:-	tt0586971:-	tt0586972:-	tt0586973:-	tt0586976:-	tt0586977:-	tt0586978:-	tt0586979:-	tt0586980:-	tt0916990:-	tt1102091:-	tt1102636:-	
2	tt0586955:-	tt0586967:-	tt0586970:-	tt0586974:-	tt0586975:-	tt0916991:-	tt0916992:-	tt0916993:-	tt0916994:-	tt0916995:-	tt0916996:-	tt1804822:-	tt1804823:-	tt1804824:-	tt1804825:-	tt1804826:-	tt1804827:-	tt1804828:-	tt1804829:-	tt1804830:-	tt1804831:-	tt1804832:-	tt1804833:-	tt1804834:-	tt1806210:-	tt1806211:-	tt1806212:-	tt1806213:-	
