2	tt12048884:-	tt12048908:-	tt12263960:-	tt12263972:-	tt12263998:-	tt12271006:-	tt12271156:-	tt12271250:-	tt12271294:-	tt12271310:-	tt12271402:-	tt12271450:-	tt12271488:-	tt12271598:-	tt12275062:-	tt12275092:-	tt12275094:-	tt12275098:-	
\N	tt12049030:-	tt12049048:-	tt12049158:-	tt12049164:-	tt12049194:-	tt13117246:-	tt13513204:-	tt14752704:-	
1	tt12049174:-	tt12049212:-	
3	tt12049220:-	tt12263698:-	tt12263712:-	tt12263726:-	tt12263862:-	tt12263894:-	tt12263916:-	tt12263926:-	
