1	tt12632622:-	tt12635974:-	tt12635998:-	tt12636024:-	tt12636036:-	tt12636048:-	tt12636054:-	tt12636056:-	tt12636062:-	tt12636078:-	tt12636090:-	tt12636096:-	tt12636122:-	tt12636128:-	tt12636136:-	tt12636138:-	tt12636142:-	tt12636146:-	tt12636152:-	tt12636160:-	tt12636166:-	tt12636174:-	tt12636180:-	
2	tt12636190:-	tt12636202:-	tt12636210:-	tt12636212:-	tt12636218:-	tt12636222:-	tt12636224:-	tt12636230:-	tt12636232:-	tt12636242:-	tt12636252:-	tt12636254:-	tt13378530:-	tt13378896:-	tt13379024:-	tt13379078:-	tt13379222:-	tt13379320:-	tt13379348:-	tt13379378:-	tt13780464:-	tt13788200:-	tt13788218:-	
