3	tt12375202:-	tt12375218:-	tt12375318:-	tt12375328:-	tt12375368:-	tt12375380:-	tt12375386:-	
1	tt12375288:-	tt12375446:-	tt12375452:-	tt12375456:-	tt12375462:-	tt12375482:-	tt12375486:-	tt12375490:-	
2	tt12375496:-	tt12375500:-	tt12375502:-	tt12375504:-	tt12375506:-	tt12375512:-	tt12375516:-	tt12375518:-	
