1	tt4942984:-	tt4942994:-	tt4943012:-	tt4943022:-	tt4943032:-	tt4943038:-	tt4943048:-	tt4943052:-	
2	tt4943056:-	tt4943060:-	tt4943072:-	tt4943076:-	tt4943084:-	tt4943098:-	tt4943112:-	tt4943122:-	
3	tt4943128:-	tt4943146:-	tt4943148:-	tt4943156:-	tt4943162:-	tt4943176:-	tt4943182:-	tt4943190:-	
4	tt4943204:-	tt4943220:-	tt4943224:-	tt4943238:-	tt4943248:-	tt4943250:-	tt4943258:-	tt4943266:-	tt4943268:-	tt4943274:-	
5	tt4943290:-	tt4943298:-	tt4943306:-	tt4943344:-	tt4943350:-	tt4943364:-	tt4943378:-	tt4943384:-	tt4943400:-	tt4943428:-	
6	tt4943452:-	tt4943470:-	tt4943482:-	tt4943508:-	tt4943520:-	tt4943524:-	tt4943528:-	tt4943532:-	
7	tt4943716:-	tt4943728:-	tt4943736:-	tt4943744:-	tt4943752:-	tt4943758:-	tt4943762:-	tt4943774:-	
8	tt4943786:-	tt4943792:-	tt4943796:-	tt4943810:-	tt4943816:-	tt4943828:-	tt4943832:-	tt4943836:-	
9	tt4943844:-	tt4943854:-	tt4943862:-	tt4943872:-	tt4943880:-	tt4943894:-	tt4943906:-	tt4943918:-	
10	tt5613058:-	tt5613186:-	tt5629792:-	tt5629864:-	tt5630116:-	tt5641166:-	tt5653764:-	tt5673130:-	
11	tt6553398:-	
12	tt6553600:-	tt6578126:-	tt6587448:-	tt6618766:-	tt6679434:-	tt6682990:-	tt6718266:-	tt6750532:-	tt6799048:-	tt6824498:-	
