1	tt10846132:-	tt10846134:-	tt10846136:-	tt10846138:-	tt10846140:-	tt10846142:-	tt10846144:-	
2	tt10862666:-	tt10862668:-	tt10862670:-	tt10862672:-	tt10862674:-	tt10862676:-	tt10862678:-	
3	tt10867022:-	tt10867024:-	tt10867026:-	tt10867028:-	tt10867030:-	tt10867040:-	tt10867042:-	tt10867044:-	tt10867046:-	tt10867048:-	
