1	tt0295222:8.5	tt0567906:7.8	tt0567926:7.8	tt0567936:8.5	tt0567947:8.0	tt0567951:8.1	tt0567965:8.0	tt0567966:8.2	tt0567975:7.9	tt0567988:8.0	tt0567992:8.1	tt0567999:7.8	tt0568004:8.1	tt0568008:7.8	tt0568018:8.0	tt0568030:7.9	tt0568032:8.0	tt0568033:8.8	tt0568034:7.8	tt0568036:8.0	tt0568043:7.8	tt0568048:7.8	tt0568094:8.0	tt0568110:7.8	tt0568115:7.9	
4	tt0567907:7.8	tt0567909:8.1	tt0567924:8.1	tt0567944:7.9	tt0567959:8.0	tt0567967:8.9	tt0567970:7.7	tt0567971:8.0	tt0567985:8.0	tt0567987:7.8	tt0567994:7.8	tt0567997:7.8	tt0567998:8.1	tt0568049:7.9	tt0568060:8.0	tt0568061:8.0	tt0568088:8.1	tt0568089:7.9	tt0568095:7.7	tt0568102:7.9	tt0568138:7.9	tt0568157:8.1	
9	tt0567908:7.8	tt0567910:7.9	tt0567911:7.7	tt0567914:7.5	tt0567917:7.8	tt0567946:8.2	tt0567954:7.7	tt0567977:8.0	tt0567979:7.9	tt0567981:7.7	tt0568003:7.9	tt0568016:7.9	tt0568024:8.3	tt0568052:7.5	tt0568055:7.7	tt0568056:7.5	tt0568063:7.7	tt0568108:7.6	tt0568109:7.6	tt0568137:8.0	tt0568153:7.6	tt0568156:8.2	
2	tt0567912:8.1	tt0567915:8.4	tt0567925:7.9	tt0567929:8.1	tt0567953:7.8	tt0567955:7.8	tt0567958:7.9	tt0567976:7.9	tt0567978:7.7	tt0568001:8.6	tt0568005:7.7	tt0568020:7.8	tt0568021:8.3	tt0568103:7.6	tt0568107:7.8	tt0568119:8.4	tt0568125:7.7	tt0568129:7.8	tt0568130:7.8	tt0568143:7.6	tt0568154:7.9	tt0568155:7.9	
8	tt0567913:7.7	tt0567916:8.4	tt0567934:8.1	tt0567938:7.8	tt0567940:7.8	tt0567941:7.7	tt0567949:8.3	tt0567984:7.9	tt0568012:8.0	tt0568013:8.0	tt0568019:8.1	tt0568029:8.2	tt0568051:8.0	tt0568062:9.0	tt0568067:8.5	tt0568070:8.2	tt0568076:7.6	tt0568087:8.6	tt0568098:7.9	tt0568104:7.7	tt0568121:8.5	tt0568123:8.0	
7	tt0567918:7.7	tt0567927:8.0	tt0567933:8.0	tt0567973:7.7	tt0567980:8.0	tt0568006:8.1	tt0568039:7.8	tt0568071:8.1	tt0568077:8.3	tt0568080:8.0	tt0568083:7.6	tt0568085:8.1	tt0568086:8.1	tt0568105:7.7	tt0568106:7.8	tt0568111:8.3	tt0568112:8.2	tt0568118:8.1	tt0568135:8.4	tt0568139:7.6	tt0568159:7.8	tt0568162:7.7	
10	tt0567919:7.9	tt0567937:7.7	tt0567956:8.0	tt0567957:8.0	tt0567964:7.9	tt0567982:8.0	tt0567986:8.4	tt0567989:7.7	tt0568015:7.9	tt0568022:7.6	tt0568037:7.8	tt0568046:8.4	tt0568047:7.6	tt0568050:8.0	tt0568059:8.0	tt0568068:8.1	tt0568090:7.7	tt0568117:7.6	tt0568124:8.1	tt0568134:7.7	tt0568141:7.6	tt0568158:7.8	
6	tt0567920:8.0	tt0567922:9.2	tt0567931:8.0	tt0567932:8.6	tt0567969:7.9	tt0567995:8.5	tt0567996:8.0	tt0568009:8.0	tt0568010:8.0	tt0568026:8.0	tt0568027:7.9	tt0568031:8.3	tt0568041:7.6	tt0568042:8.6	tt0568092:7.7	tt0568101:8.3	tt0568113:8.0	tt0568114:8.0	tt0568127:8.0	tt0568144:7.9	tt0568148:7.8	tt0568151:7.8	
12	tt0567921:7.9	tt0567935:8.0	tt0567939:7.9	tt0567945:7.1	tt0567963:7.5	tt0568011:7.8	tt0568014:7.6	tt0568038:7.6	tt0568058:7.6	tt0568069:7.5	tt0568075:7.8	tt0568096:7.9	tt0568120:7.9	tt0568147:8.2	tt0568152:7.9	tt0759003:7.7	tt0760643:7.5	tt0760644:7.6	tt0769073:8.2	tt0778227:7.8	tt0793743:7.9	tt0793744:8.3	
11	tt0567923:8.2	tt0567930:7.8	tt0567943:7.7	tt0567950:7.8	tt0567972:8.0	tt0568002:7.8	tt0568017:7.5	tt0568023:7.6	tt0568045:7.6	tt0568065:8.0	tt0568066:7.5	tt0568079:7.6	tt0568084:8.0	tt0568091:7.6	tt0568093:7.8	tt0568128:8.1	tt0568131:8.6	tt0568140:8.2	tt0568145:7.8	tt0568146:7.6	tt0568160:7.8	tt0568163:7.6	
3	tt0567928:7.7	tt0567942:7.8	tt0567960:8.1	tt0567961:7.9	tt0567968:7.9	tt0567974:8.1	tt0567983:7.8	tt0567991:7.7	tt0568007:7.9	tt0568025:7.9	tt0568028:7.7	tt0568035:7.8	tt0568053:8.4	tt0568054:7.8	tt0568064:8.3	tt0568073:8.1	tt0568078:8.1	tt0568122:8.1	tt0568142:7.8	tt0568149:8.3	tt0568161:8.1	tt0568164:7.8	
