1	tt1802904:-	tt1811804:-	tt1811805:-	tt1811806:-	tt1811807:-	tt1811808:-	tt1811809:-	tt1811810:-	tt1811811:-	tt1811812:-	tt1811813:-	tt1811814:-	tt1811815:-	
2	tt2075619:-	tt2075620:-	tt2075621:-	tt2075622:-	tt2075623:-	tt2075624:-	tt2075625:-	tt2075626:-	tt2075627:-	tt2075628:-	tt2075629:-	tt2075630:-	tt2075631:-	tt2078958:-	
3	tt2091566:-	tt2108734:-	tt2480636:-	tt2506452:-	tt2515534:-	tt2517920:-	tt2546644:-	tt2562364:-	tt2608258:-	tt2610506:-	tt2625100:-	tt2627386:-	tt2638212:-	
4	tt3613502:-	tt3630002:-	tt3662466:-	tt3666198:-	tt3676462:-	tt3690442:-	tt3721168:-	tt3731728:-	tt3750070:-	tt3761056:-	tt3797440:-	tt3797442:-	tt3800074:-	tt3836146:-	
5	tt4307566:-	tt4322928:-	tt4340390:-	tt4363280:-	tt4410512:-	tt4426078:-	tt4429380:-	tt4449722:-	tt4467340:-	tt4485678:-	tt4519396:-	tt4535532:-	tt4553332:-	tt4573210:-	
