9	tt11495914:-	tt11495932:-	tt11500136:-	tt13345550:-	tt13362310:-	tt13362316:-	tt13362322:-	tt13362330:-	tt13362340:-	tt13362344:-	
10	tt14998798:-	tt14999088:-	tt15005174:-	tt15005212:-	tt15005254:-	tt15005316:-	tt15005380:-	tt15005424:-	tt15005438:-	tt15005444:-	
1	tt2158225:-	tt2158227:-	tt2158229:-	tt2158231:-	tt2158233:-	tt2158235:-	tt2158237:-	tt2158239:-	
2	tt2594118:-	tt2594124:-	tt2594128:-	tt2594130:-	tt2594132:-	tt2594140:-	tt2594144:-	tt7822464:-	tt7822466:-	tt7822472:-	
3	tt3471642:-	tt3471654:-	tt3471660:-	tt7818860:-	tt7818864:-	tt7818868:-	tt7818872:-	tt7818874:-	tt7818876:-	tt7818886:-	
4	tt4320152:-	tt7822476:-	tt7822478:-	tt7822482:-	tt7822488:-	tt7822490:-	tt7822492:-	tt7822494:-	tt7822498:-	tt7822500:-	
6	tt6348826:-	tt7822530:-	tt7822534:-	tt7822536:-	tt7822538:-	tt7822542:-	tt7822544:-	tt7822546:-	tt7822548:-	tt7822550:-	
7	tt7807122:-	tt7807424:-	tt7822556:-	tt7822560:-	tt7822568:-	tt7822572:-	tt7822576:-	tt7822580:-	tt7822582:-	tt7822584:-	
5	tt7822504:-	tt7822508:-	tt7822512:-	tt7822514:-	tt7822516:-	tt7822518:-	tt7822520:-	tt7822524:-	tt7822526:-	tt7822528:-	
8	tt9418992:-	tt9418996:-	tt9419000:-	tt9419004:-	tt9419008:-	tt9458218:-	tt9458228:-	tt9458232:-	tt9458236:-	tt9458238:-	
