\N	tt13693332:-	tt1782229:-	tt3098424:-	tt6560288:-	tt9517072:-	
1	tt1435307:9.6	tt1441205:-	tt1441206:-	tt1441207:7.6	tt1441208:-	
7	tt1435308:-	
