14	tt0541017:-	tt0541025:-	tt0541039:-	tt0541054:-	tt0541059:-	tt0541106:-	tt0541118:-	tt0541125:-	tt0541138:-	tt0541139:-	tt0541152:-	tt0541160:-	tt0541163:-	tt0541177:-	tt1108069:-	
17	tt0541018:7.8	tt0541050:-	tt0541065:-	tt0541070:-	tt0541087:7.5	tt0541122:7.5	tt0541133:-	tt0541145:-	tt0541155:7.0	tt0541156:7.8	tt0541167:-	tt0541172:-	tt0541174:-	tt0541186:7.2	tt1108075:7.4	
10	tt0541019:-	tt0541024:-	tt0541058:-	tt0541068:-	tt0541081:-	tt0541112:-	tt0541126:-	tt0541144:-	tt0541149:-	tt0541158:-	tt0541165:-	tt1108062:-	tt1108063:-	tt1108064:-	tt1108065:-	
6	tt0541020:-	tt0541041:-	tt0541066:-	tt0541069:8.0	tt0541073:-	tt0541102:-	tt0541104:-	tt0541111:-	tt0541128:-	tt0541131:6.6	tt0541135:-	tt0541176:-	tt0541178:-	tt1108081:-	tt1108082:-	
11	tt0541021:-	tt0541029:-	tt0541030:-	tt0541032:-	tt0541037:-	tt0541040:-	tt0541046:-	tt0541067:-	tt0541080:-	tt0541084:-	tt0541121:-	tt0541148:-	tt0783882:-	tt1108066:-	tt1108067:-	tt1108068:-	
7	tt0541022:-	tt0541045:-	tt0541074:-	tt0541108:-	tt0541110:-	tt0541130:-	tt0541161:-	tt0541164:-	tt0541182:-	tt1544115:-	tt1544116:-	tt1544661:-	tt1544663:-	tt1544664:-	tt1544665:-	
16	tt0541023:-	tt0541027:-	tt0541031:-	tt0541035:-	tt0541063:6.3	tt0541107:-	tt0541113:7.6	tt0541129:-	tt0541141:-	tt0541173:-	tt0541185:7.2	tt0766588:-	tt1108072:8.1	tt1108073:-	tt1108074:-	
9	tt0541026:-	tt0541042:-	tt0541052:-	tt0541076:-	tt0541083:-	tt0541089:7.0	tt0541093:-	tt0541116:6.8	tt0541127:-	tt0541142:-	tt0541151:-	tt0541154:-	tt0541183:-	tt1108085:7.8	tt1108086:-	
15	tt0541028:-	tt0541077:7.3	tt0541082:-	tt0541097:-	tt0541098:-	tt0541099:-	tt0541103:-	tt0541117:7.4	tt0541150:-	tt0541166:-	tt0541168:-	tt0541169:-	tt0541179:-	tt1108070:-	tt1108071:-	
13	tt0541033:-	tt0541048:-	tt0541053:-	tt0541064:-	tt0541071:-	tt0541072:-	tt0541086:-	tt0541088:-	tt0541091:-	tt0541094:-	tt0541134:-	tt0541140:-	tt0541143:-	tt0768671:-	tt1038271:-	
4	tt0541034:-	tt0541078:-	tt0541115:-	tt0541120:-	tt1539357:-	tt1544112:-	tt1544113:-	tt1544114:-	tt1546176:-	tt1546178:-	tt1546181:-	tt1546183:-	tt1546185:-	tt1546675:-	tt1547120:-	
5	tt0541036:7.0	tt0541049:-	tt0541056:-	tt0541079:-	tt0541105:-	tt0541119:-	tt0541136:-	tt0541137:-	tt0541153:-	tt0541187:-	tt1108076:-	tt1108077:-	tt1108078:8.0	tt1108079:-	tt1108080:-	
8	tt0541038:-	tt0541043:-	tt0541047:-	tt0541051:7.6	tt0541062:-	tt0541090:-	tt0541096:-	tt0541100:-	tt0541109:-	tt0541124:-	tt0541157:-	tt0541175:-	tt1108083:-	tt1108084:-	tt2172253:-	
2	tt0541044:-	tt0541075:-	tt2170761:-	tt2170763:-	tt2170765:-	tt2170767:-	tt2170769:-	tt2170773:-	tt2170775:-	tt2170777:-	tt2170779:-	tt2170781:-	tt2170783:-	
12	tt0541055:-	tt0541057:-	tt0541060:-	tt0541085:-	tt0541095:-	tt0541101:-	tt0541114:-	tt0541123:-	tt0541146:-	tt0541159:-	tt0541162:-	tt0541170:-	tt0541180:-	tt0541181:-	tt0541184:-	
3	tt0541132:-	tt0541147:6.9	tt1546174:-	tt1546175:-	tt1546177:-	tt1546179:-	tt1546180:7.4	tt1546182:-	tt1546186:-	tt1547117:-	tt1547118:-	tt1547119:-	tt2170771:-	
18	tt0769875:6.8	tt0990541:-	tt0990542:-	tt1168249:-	tt1168251:-	tt1168252:-	tt1168253:-	tt1168254:7.2	tt1168259:-	tt1168260:-	tt1168264:-	tt1168267:-	tt1168270:-	tt1168271:7.0	tt1168272:7.0	
1	tt0773843:7.1	tt0773844:7.2	tt0773845:7.1	tt0773846:7.2	tt0773847:7.2	tt1548038:7.4	tt1548330:7.3	tt1548662:7.6	tt1549208:7.6	tt1549209:7.7	tt6152398:7.4	tt6152406:7.8	tt6152408:7.3	
19	tt1122960:-	tt1168248:-	tt1168250:-	tt1168255:-	tt1168256:-	tt1168257:7.4	tt1168258:7.0	tt1168261:-	tt1168262:-	tt1168263:7.8	tt1168265:-	tt1168266:-	tt1168268:-	tt1168269:7.6	tt1168273:7.1	
20	tt1306064:7.8	tt1359631:7.8	tt1359632:7.7	tt1359633:8.0	tt1359634:-	tt1359635:-	tt1562520:8.0	
21	tt1564616:7.3	tt1566999:7.5	tt1568177:7.0	tt1568178:7.3	tt1568399:7.3	tt1577228:6.6	
