1	tt0394892:7.6	tt0702939:7.6	tt0702941:7.4	tt0702944:8.1	tt0702949:7.4	tt0702964:7.5	tt0702965:8.2	tt0702966:7.9	tt0702969:7.9	tt0702970:7.7	tt0702972:8.3	tt0702982:8.3	tt0702984:8.1	tt0702990:8.6	tt0702993:7.4	tt0703000:8.1	tt0703008:7.5	tt0703015:8.7	tt0703018:9.0	tt0703023:8.7	tt0703032:8.1	tt0703033:7.9	
2	tt0702930:8.1	tt0702937:8.6	tt0702948:7.8	tt0702950:8.3	tt0702952:9.1	tt0702957:8.2	tt0702961:8.6	tt0702967:8.6	tt0702975:8.1	tt0702983:7.6	tt0702991:7.9	tt0702992:7.9	tt0702996:8.9	tt0702997:7.4	tt0703001:9.2	tt0703003:8.1	tt0703004:8.8	tt0703009:8.2	tt0703016:8.2	tt0703027:8.2	tt0703028:7.8	tt0703029:8.8	tt0703031:7.8	
4	tt0702931:7.6	tt0702935:8.7	tt0702936:7.8	tt0702938:9.3	tt0702943:9.1	tt0702947:8.1	tt0702955:8.0	tt0702958:7.8	tt0702960:8.6	tt0702968:8.2	tt0702971:8.1	tt0702977:7.8	tt0702986:8.8	tt0702987:9.0	tt0702995:7.9	tt0703002:8.7	tt0703005:8.2	tt0703006:8.4	tt0703012:7.9	tt0703013:8.2	tt0703021:9.0	tt0703024:8.7	
5	tt0702932:8.6	tt0702933:9.1	tt0702945:8.2	tt0702953:8.0	tt0702956:7.7	tt0702963:8.6	tt0702974:8.7	tt0702976:8.1	tt0702981:8.6	tt0702994:9.5	tt0703011:8.4	tt0703014:8.4	tt0703019:7.0	tt0703020:7.5	tt0703026:8.3	tt0759270:7.8	tt0770866:7.7	tt0776042:7.8	tt0776043:8.5	tt0776256:8.0	tt0777524:9.1	tt0781983:8.5	
3	tt0702934:8.7	tt0702940:9.1	tt0702942:8.3	tt0702946:8.1	tt0702951:8.9	tt0702954:8.2	tt0702959:8.2	tt0702962:8.5	tt0702973:8.3	tt0702978:7.5	tt0702979:9.1	tt0702985:8.6	tt0702988:8.2	tt0702989:8.6	tt0702998:8.2	tt0702999:7.8	tt0703007:8.8	tt0703010:8.2	tt0703017:8.0	tt0703022:8.6	tt0703025:7.7	tt0703030:8.1	
6	tt0851026:9.0	tt0854017:8.2	tt0855623:7.7	tt0860230:8.8	tt0860231:8.2	tt0860232:7.3	tt0883272:8.1	tt0892673:7.6	tt0893232:8.0	tt0909291:9.4	tt0925651:8.8	tt0925652:8.3	tt0925653:8.5	tt0925654:7.6	tt0928328:8.2	tt0959376:8.9	tt0960605:8.3	tt0978549:8.4	tt0978550:8.1	tt0989789:7.5	tt0989790:9.2	tt0989791:8.2	
7	tt1032115:8.9	tt1032116:8.7	tt1032117:8.4	tt1032118:8.2	tt1032119:7.5	tt1032120:8.5	tt1032121:7.7	tt1032122:8.0	tt1032123:8.1	tt1032124:8.2	tt1032125:8.1	tt1032126:8.3	tt1032127:8.4	tt1164723:8.6	tt1173416:8.6	tt1200236:9.2	tt1200237:7.6	tt1208489:8.4	tt1208490:8.8	tt1211751:8.8	
8	tt1263577:8.1	tt1266014:8.0	tt1267037:9.2	tt1267038:9.0	tt1267039:8.0	tt1267040:7.6	tt1267041:8.2	tt1267042:8.6	tt1267043:8.1	tt1267044:8.7	tt1267045:8.8	tt1267046:8.5	tt1267291:8.7	tt1329871:8.6	tt1329872:8.5	tt1337080:8.5	tt1337081:8.1	tt1360618:8.4	tt1366090:8.0	tt1385356:8.2	tt1390458:8.0	tt1396207:7.8	
9	tt1465296:8.3	tt1465297:8.5	tt1468806:8.1	tt1468807:8.5	tt1480515:8.6	tt1480516:8.0	tt1490353:8.6	tt1490354:8.5	tt1499824:9.0	tt1510516:8.0	tt1512300:8.2	tt1535502:9.1	tt1535503:8.1	tt1584507:8.1	tt1588124:7.8	tt1588125:8.3	tt1588126:8.1	tt1609037:8.0	tt1609038:8.6	tt1612968:8.5	tt1612969:9.4	
10	tt1628580:8.9	tt1628581:8.8	tt1628582:8.9	tt1628583:8.0	tt1628584:8.5	tt1628585:8.2	tt1628586:8.6	tt1628587:8.3	tt1628588:8.4	tt1628589:8.5	tt1628590:8.4	tt1628591:8.2	tt1628592:8.4	tt1628593:9.3	tt1628595:8.5	tt1628596:9.5	tt1628597:8.6	tt1628598:7.9	tt1628599:8.3	tt1628600:8.2	tt1628601:8.4	
