1	tt4442498:-	tt4442502:-	tt4442514:-	tt4442526:-	tt4442530:-	tt4442540:-	tt4442550:-	tt4442558:-	tt4442568:-	tt4442586:-	tt4442606:-	tt4442626:-	tt4442634:-	
2	tt4506862:-	tt4506878:-	tt4506894:-	tt4506896:-	tt4506912:-	tt4506924:-	tt4506936:-	tt4506940:-	tt4506954:-	tt4506962:-	tt4506966:-	tt4506976:-	tt4506982:-	
3	tt4532786:-	tt4532790:-	tt4532794:-	tt4532798:-	tt4532804:-	tt4532808:-	tt4532816:-	tt4532830:-	tt4532838:-	tt4532840:-	tt4532848:-	tt4532856:-	tt4532860:-	
4	tt4535232:-	tt4535240:-	tt4535252:-	tt4535260:-	tt4535270:-	tt4535272:-	tt4535276:-	tt4535278:-	tt4535286:-	tt4535288:-	tt4535294:-	tt4535306:-	tt4535308:-	tt4535314:-	tt4535320:-	tt4535322:-	tt4535324:-	tt4535334:-	tt4535336:-	tt4535342:-	tt4535348:-	tt4535366:-	tt4535374:-	tt4535380:-	tt4535390:-	tt4535396:-	
5	tt4535404:-	tt4535418:-	tt4535430:-	tt4535434:-	tt4535438:-	tt4535440:-	tt4535442:-	tt4535444:-	tt4535452:-	tt4535454:-	tt4535472:-	tt4535478:-	tt4535480:-	tt4535490:-	tt4535496:-	tt4535500:-	tt4535510:-	tt4535512:-	tt4535520:-	tt4535524:-	tt4535530:-	tt4535536:-	tt4535538:-	tt4535546:-	tt4544644:-	
6	tt4538064:-	tt4538086:-	tt4538092:-	tt4538104:-	tt4538116:-	tt4538122:-	tt4538130:-	tt4538282:-	tt4538284:-	tt4538286:-	tt4538310:-	tt4538314:-	tt4538318:-	tt4538320:-	tt4538324:-	tt4538328:-	tt4538332:-	tt4538338:-	tt4538350:-	tt4538360:-	tt4538362:-	tt4538372:-	tt4538382:-	tt4538386:-	tt4538390:-	tt4538394:-	
7	tt4544706:-	tt4546360:-	tt4546376:-	tt4546416:-	tt4547260:-	tt4547296:-	tt4547340:-	tt4547348:-	tt4547354:-	tt4547366:-	tt4547368:-	tt4547384:-	tt4547388:-	tt4547464:-	tt4547472:-	tt4547480:-	tt4547486:-	tt4547490:-	tt4547494:-	tt4547526:-	tt4547544:-	tt4547550:-	tt4547568:-	tt4547578:-	tt4547588:-	tt4547594:-	
8	tt4547598:-	tt4553206:-	tt4553412:-	tt4555126:-	tt4555130:-	tt4555138:-	tt4555150:-	tt4555158:-	tt4555164:-	tt4555170:-	tt4555176:-	tt4555200:-	tt4555202:-	tt4555216:-	tt4555226:-	tt4555238:-	tt4555244:-	tt4555252:-	tt4555254:-	tt4555418:-	tt4555450:-	tt4555472:-	tt4555510:-	tt4555526:-	tt4555536:-	
9	tt4555562:-	tt4555592:-	tt4555596:-	tt4555598:-	tt4555602:-	tt4555620:-	tt4555634:-	tt4555662:-	tt4555712:-	tt4555752:-	tt4555762:-	tt4555764:-	tt4555768:-	tt4555778:-	tt4555784:-	tt4555796:-	tt4555808:-	tt4555820:-	tt4555822:-	tt4555836:-	tt4555846:-	tt4555870:-	tt4555880:-	tt4555886:-	tt4555902:-	tt4555914:-	
10	tt4555924:-	tt4557178:-	tt4557186:-	tt4558530:-	tt4558564:-	tt4558574:-	tt4558578:-	tt4558594:-	tt4558602:-	tt4558608:-	tt4558614:-	tt4558620:-	tt4558626:-	tt4558632:-	tt4558636:-	tt4558640:-	tt4558648:-	tt4558676:-	tt4558712:-	tt4558726:-	tt4558734:-	tt4558740:-	tt4558758:-	tt4558768:-	tt4558770:-	tt4558784:-	
11	tt4558788:-	tt4558794:-	tt4558798:-	tt4558804:-	tt4558808:-	tt4558814:-	tt4558826:-	tt4558832:-	tt4558838:-	tt4558850:-	tt4558860:-	tt4558866:-	tt4558870:-	tt4558878:-	tt4558884:-	tt4558890:-	tt4558896:-	tt4558910:-	tt4558916:-	tt4558934:-	tt4558944:-	tt4558948:-	tt4558954:-	tt4558956:-	tt4558958:-	tt4558968:-	
12	tt4558974:-	tt4559524:-	tt4559616:-	tt4559744:-	tt4559746:-	tt4559786:-	tt4559896:-	tt4560336:-	tt4560584:-	tt4560612:-	tt4560618:-	tt4560640:-	tt4560654:-	tt4560684:-	tt4560700:-	tt4560712:-	tt4560852:-	tt4560860:-	tt4560872:-	tt4560880:-	tt4560890:-	tt4560898:-	tt4560908:-	tt4560922:-	tt4560968:-	tt4560982:-	
13	tt4560984:-	tt4560990:-	tt4561002:-	tt4561008:-	tt4561028:-	tt4561034:-	tt4561038:-	tt4561042:-	tt4561068:-	tt4561070:-	tt4561074:-	tt4561084:-	tt4561086:-	tt4561088:-	tt4561094:-	tt4561104:-	tt4561110:-	tt4561116:-	tt4561118:-	tt4561120:-	tt4561122:-	tt4561124:-	tt4561128:-	tt4561134:-	tt4561138:-	tt4561140:-	
