1	tt5044530:7.7	tt5044542:8.4	tt6247328:8.7	tt6247330:7.6	tt6247332:9.2	tt6247334:8.2	tt6247336:8.4	tt6247338:8.3	tt6247340:8.8	tt6247342:7.8	tt6247344:8.6	tt6247346:8.6	tt6247348:8.4	tt6247350:8.4	tt6247352:8.6	
2	tt6247366:9.0	tt6247368:8.8	tt6247370:8.8	tt6247372:9.0	tt6247374:8.4	tt6247376:8.4	tt6247378:8.2	tt6247380:8.4	tt6247382:8.4	
3	tt6247384:8.3	tt6247386:8.6	tt6247390:8.0	tt6247392:8.4	tt6247394:8.4	tt6247396:7.7	tt6247398:8.4	tt8090598:7.8	
4	tt8090600:-	tt8090602:-	tt8090604:9.2	tt8090606:-	tt8090608:-	tt8090610:-	tt8090612:-	tt8090614:-	
