1	tt13486464:-	tt14873412:-	tt14873420:-	tt14873424:-	tt14873426:-	tt14873430:-	tt14873432:-	tt14873436:-	tt14873438:-	tt14873440:-	tt14873470:-	tt14873472:-	tt14873474:-	tt14873520:-	tt14873522:-	tt14873526:-	tt14873534:-	tt14873536:-	tt14873540:-	tt14873546:-	tt14873550:-	tt14873554:-	tt14873560:-	tt14873564:-	tt14873566:-	tt14873568:-	tt14873570:-	tt14873572:-	tt14873580:-	tt14873582:-	tt14873584:-	tt14873594:-	tt14873596:-	tt14873598:-	tt14873602:-	tt14873604:-	tt14873606:-	tt14873608:-	tt14873610:-	tt14873616:-	tt14873618:-	tt14873626:-	tt14873628:-	tt14873630:-	tt14873632:-	
2	tt14879894:-	tt14879978:-	tt14879980:-	tt14880006:-	tt14880012:-	tt14880016:-	tt14880020:-	tt14880022:-	tt14880024:-	tt14880030:-	tt14880038:-	tt14880040:-	tt14880042:-	tt14880048:-	tt14880052:-	tt14880068:-	tt14880072:-	tt14880074:-	tt14880078:-	tt14880080:-	tt14880082:-	tt14880084:-	tt14880086:-	tt14880088:-	tt14880090:-	tt14880102:-	tt14880104:-	tt14880106:-	tt14880110:-	tt14880112:-	tt14880114:-	tt14880116:-	tt14880118:-	tt14880120:-	tt14880122:-	tt14880124:-	tt14880126:-	tt14880128:-	tt14880130:-	tt14880134:-	tt14880136:-	tt14880140:-	tt14880142:-	tt14880144:-	tt14880146:-	
3	tt14880502:-	tt14880504:-	tt14880506:-	tt14880510:-	tt14880514:-	tt14880518:-	tt14880522:-	tt14880524:-	tt14880528:-	tt14880532:-	tt14880536:-	tt14880538:-	tt14880540:-	tt14880544:-	tt14880546:-	tt14880556:-	tt14880558:-	tt14880568:-	tt14880574:-	tt14880576:-	tt14880578:-	tt14880580:-	tt14880584:-	tt14880588:-	tt14880590:-	tt14880594:-	tt14880596:-	tt14880598:-	tt14880600:-	tt14880602:-	tt14880608:-	tt14880610:-	tt14880616:-	tt14880618:-	tt14880620:-	tt14880622:-	tt14880624:-	tt14880626:-	tt14880628:-	tt14880630:-	tt14880632:-	tt14880634:-	tt14880638:-	tt14880640:-	tt14880644:-	tt14880650:-	tt14880654:-	tt14880658:-	tt14880660:-	tt14880662:-	
