53	tt14031648:-	tt14031650:-	tt14031652:-	tt14031654:-	tt14031656:-	tt14031658:-	tt14050192:-	tt14050194:-	tt15040808:-	tt15040810:-	tt15040812:-	tt15040818:-	tt15040820:-	tt15040822:-	
1	tt15039412:-	
50	tt15040484:-	tt15040486:-	tt15040494:-	tt15040496:-	tt15040502:-	tt7828604:-	tt7828608:-	tt7828614:-	tt7828626:-	tt7828628:-	tt7828636:-	tt7828638:-	tt7828646:-	tt7828648:-	
51	tt15040506:-	tt15040510:-	tt15040512:-	tt15040516:-	tt15040518:-	tt15040520:-	tt15040522:-	tt15040524:-	tt15040526:-	tt15040530:-	tt15040532:-	tt15040538:-	tt15040544:-	tt15040548:-	
49	tt15040584:-	tt15040586:-	tt15040590:-	tt15040594:-	tt15040600:-	tt15040604:-	tt15040606:-	tt15040612:-	tt15040614:-	tt15040620:-	tt15040622:-	tt15040624:-	tt15040626:-	tt15040632:-	
47	tt15040642:-	tt15040644:-	tt15040646:-	tt15040648:-	tt15040654:-	tt15040658:-	tt15040660:-	tt15040664:-	tt15040666:-	tt15040670:-	tt15040674:-	tt15040676:-	tt15040680:-	tt15040684:-	
42	tt15040994:-	tt15040996:-	tt15042308:-	tt15042310:-	tt15042314:-	tt15042316:-	tt15042318:-	tt15042320:-	tt15042322:-	tt15042326:-	tt15042328:-	tt15042330:-	tt15042332:-	tt4408544:-	
41	tt15042336:-	tt15042338:-	tt15042340:-	tt15042342:-	tt15042344:-	tt15042346:-	tt15042348:-	tt15042350:-	tt15042352:-	tt15042354:-	tt15042356:-	tt15042358:-	tt15042360:-	tt15042362:-	
40	tt15042368:-	tt15042372:-	tt15042374:-	tt15042378:-	tt15042380:-	tt15042382:-	tt15042384:-	tt15042386:-	tt15042388:-	tt15042392:-	tt15042394:-	tt15042396:-	tt15042398:-	tt15042400:-	
39	tt15042402:-	tt15042404:-	tt15042406:-	tt15042408:-	tt15042410:-	tt15042412:-	tt15042414:-	tt15042416:-	tt15042418:-	tt15042420:-	tt15042422:-	tt15042424:-	tt15042426:-	tt15042428:-	
38	tt15042432:-	tt15042434:-	tt15042436:-	tt15042438:-	tt15042440:-	tt15042442:-	tt15042444:-	tt15042448:-	tt15042450:-	tt15042452:-	tt15042454:-	tt15042456:-	tt15042460:-	tt15042462:-	
45	tt15042466:-	tt15042468:-	tt15042470:-	tt15042472:-	tt15042474:-	tt15042476:-	tt15042478:-	tt15042480:-	tt15042484:-	tt15042486:-	tt15042488:-	tt15042490:-	tt15042492:-	tt15042494:-	
44	tt15042496:-	tt15042498:-	tt15042502:-	tt15042504:-	tt15042506:-	tt15042508:-	tt15042510:-	tt15042512:-	tt15042516:-	tt15042518:-	tt15042520:-	tt15042522:-	tt15042526:-	tt15042528:-	
48	tt7828654:-	tt7828658:-	tt7828662:-	tt7828670:-	tt7828674:-	
