1	tt0410677:7.2	tt0711151:8.2	tt0711153:8.2	tt0711154:8.3	tt0711158:8.3	tt0711160:8.3	tt0711161:6.9	tt0711165:8.6	tt0711170:8.5	tt0782586:8.0	tt0821387:7.8	
2	tt0711145:7.3	tt0711147:8.1	tt0711149:8.2	tt0711150:7.8	tt0711162:8.3	tt0711163:7.5	tt0711166:8.4	tt0711168:8.3	tt0711171:8.0	tt0763060:8.3	
3	tt0711146:7.7	tt0711148:7.2	tt0711152:8.1	tt0711155:7.4	tt0711156:7.4	tt0711157:8.1	tt0711159:8.1	tt0711164:8.3	tt0711167:7.8	tt0711169:7.3	
