1	tt14221486:-	tt14221540:-	tt14221590:-	tt14221608:-	tt14221622:-	tt14221636:-	tt14221654:-	tt14221662:-	tt14221688:-	tt14221706:-	
2	tt14221736:-	tt14221760:-	tt14221774:-	tt14221790:-	tt14238948:-	tt14239036:-	tt14239074:-	tt14239172:-	tt14239272:-	tt14239344:-	
10	tt14221958:-	tt14263392:-	tt14263404:-	tt14263438:-	tt14263498:-	tt14263538:-	tt14263850:-	tt14263932:-	tt14263982:-	tt14265012:-	
22	tt14238772:-	
21	tt14238870:-	
3	tt14239376:-	tt14239442:-	tt14239486:-	tt14239510:-	tt14239550:-	tt14239598:-	tt14239624:-	tt14239668:-	tt14239700:-	tt14239752:-	
4	tt14239854:-	tt14239892:-	tt14239940:-	tt14239996:-	tt14240066:-	tt14240094:-	tt14240158:-	tt14240214:-	tt14240302:-	
5	tt14240380:-	tt14240414:-	tt14240508:-	tt14240514:-	tt14240532:-	tt14240554:-	tt14240578:-	tt14240592:-	tt14240602:-	tt14240640:-	
6	tt14240746:-	tt14241150:-	tt14241236:-	tt14241300:-	tt14241322:-	tt14241352:-	tt14241378:-	tt14243878:-	tt14243904:-	tt14247168:-	
7	tt14247352:-	tt14247496:-	tt14247594:-	tt14247858:-	tt14248232:-	tt14248372:-	tt14248938:-	tt14249028:-	tt14249054:-	tt14249076:-	
8	tt14249102:-	tt14249694:-	tt14249770:-	tt14249926:-	tt14249974:-	tt14262890:-	tt14263066:-	tt14263096:-	tt14263116:-	tt14263140:-	
20	tt14250048:-	
9	tt14263160:-	tt14263176:-	tt14263194:-	tt14263202:-	tt14263228:-	tt14263254:-	tt14263278:-	tt14263290:-	tt14263302:-	tt14263318:-	
11	tt14291300:-	tt14291538:-	tt14294630:-	tt14300948:-	tt14301092:-	tt14301104:-	tt14307068:-	tt14307104:-	tt14308650:-	tt14308680:-	
12	tt14308714:-	tt14316186:-	tt14321616:-	tt14323056:-	tt14324280:-	tt14339462:-	tt14339480:-	tt14342916:-	tt14344290:-	tt14344296:-	
18	tt14323194:-	tt14374256:-	tt14384560:-	tt14384564:-	tt14384868:-	tt14385056:-	tt14385094:-	tt14385100:-	
13	tt14344298:-	tt14344310:-	tt14344314:-	tt14344316:-	tt14349618:-	tt14349638:-	tt14361048:-	tt14361056:-	tt14361136:-	tt14363824:-	
14	tt14363830:-	tt14363854:-	tt14363938:-	tt14363964:-	tt14363976:-	tt14363988:-	tt14363994:-	tt14364006:-	tt14364038:-	tt14364044:-	
15	tt14364056:-	tt14364066:-	tt14364074:-	tt14364084:-	tt14364090:-	tt14364096:-	tt14364106:-	tt14364122:-	tt14364134:-	tt14364144:-	
16	tt14364154:-	tt14364162:-	tt14364172:-	tt14364208:-	tt14364216:-	tt14364236:-	tt14364240:-	tt14364242:-	tt14364246:-	tt14364258:-	tt14364262:-	tt14364272:-	
17	tt14364284:-	tt14364306:-	tt14364312:-	tt14364318:-	tt14364398:-	tt14364402:-	tt14364410:-	tt14364412:-	tt14364416:-	tt14372280:-	tt14372320:-	tt14374004:-	tt14374050:-	tt14374190:-	
