6	tt10060378:-	tt10065594:-	tt12325798:-	tt12325802:-	tt12325804:-	tt12325806:-	tt12325808:-	tt12325810:-	tt12325812:-	tt12325828:-	
8	tt10264846:-	tt10264854:-	tt10264864:-	tt10264866:-	tt10264870:-	tt10264876:-	tt10264888:-	tt10264892:-	tt10264896:-	tt10264904:-	
10	tt12267012:-	tt12267072:-	tt12267076:-	tt12267078:-	tt12267084:-	tt12325726:-	tt12325730:-	tt12325732:-	tt12325736:-	tt12325742:-	
9	tt12267030:-	tt12267040:-	tt12267044:-	tt12267046:-	tt12267050:-	tt12267054:-	tt12267060:-	tt12267062:-	tt12267066:-	tt12325748:-	
2	tt12325754:-	tt12325758:-	tt12325760:-	tt12325762:-	tt12325766:-	tt12325768:-	tt12325770:-	tt12325772:-	tt12325774:-	tt8147530:-	
3	tt12325780:-	tt12325782:-	tt12325784:-	tt12325786:-	tt12325790:-	tt8147534:-	tt8147548:-	tt8147556:-	tt8147564:-	tt8147574:-	
1	tt6282516:-	tt6314302:-	tt6314304:-	tt6314308:-	tt6314312:-	tt6314316:-	tt6314322:-	tt6314324:-	tt6314328:-	tt6314336:-	
4	tt8636692:-	tt8636702:-	tt8636706:-	tt8636732:-	tt8636750:-	tt8636754:-	tt8636758:-	tt8636760:-	tt8636762:-	tt8636764:-	
5	tt9357636:-	tt9357644:-	tt9357654:-	tt9357658:-	tt9357666:-	tt9357682:-	tt9357692:-	tt9357708:-	tt9357730:-	tt9357742:-	
7	tt9562732:-	tt9562750:-	tt9562762:-	tt9562774:-	tt9562776:-	tt9562778:-	tt9562788:-	tt9562792:-	tt9562796:-	tt9562802:-	
