5	tt6402538:-	tt6425004:-	tt6451432:-	tt6485948:-	tt6496832:-	
1	tt6402572:-	tt6407056:-	tt6407066:-	tt6407082:-	tt6407100:-	tt6407114:-	tt6407136:-	tt6407154:-	tt6407172:-	tt6407180:-	
2	tt6402624:-	tt6407188:-	tt6407196:-	tt6407212:-	tt6407224:-	tt6407254:-	tt6407258:-	tt6407316:-	tt6407322:-	
3	tt6402642:-	tt6407332:-	tt6407348:-	tt6437428:-	tt6437436:-	tt6437438:-	tt6437442:-	tt6437444:-	tt6437448:-	
4	tt6437478:-	tt6437498:-	tt6437502:-	tt6437508:-	
