9	tt10349576:-	tt10349578:-	tt10519774:-	tt10519776:-	tt10519778:-	tt10519780:-	tt1155796:-	tt1770505:-	tt3779312:-	tt7080560:-	tt8543018:-	
1	tt1435381:-	tt1605552:-	tt1605553:-	tt1605554:-	tt1605555:-	tt1605556:-	tt1606142:-	tt1606143:-	tt1606144:-	tt1607520:-	tt1607521:-	tt1607522:-	tt1607523:-	tt1607524:-	
2	tt1435382:-	tt1435383:-	tt1435384:-	tt1435385:-	tt1435386:-	tt1435387:-	tt1435388:-	tt1435389:-	tt1435390:-	tt1435391:-	tt1435392:-	tt1435393:-	tt1436290:-	
3	tt1484867:-	tt1484868:-	tt1484869:-	tt1484870:-	tt1484871:-	tt1484872:-	tt1484873:-	tt1484874:-	tt1484875:-	tt1484876:-	tt1484877:-	tt1484878:-	tt1484879:-	
4	tt1662578:-	tt1662579:-	tt1662580:-	tt1662581:-	tt1662582:-	tt1662583:-	tt1662584:-	tt1662585:-	tt1662586:-	tt1662587:-	tt1662588:-	tt1691764:-	tt1691765:-	
5	tt2024312:-	tt2024313:-	tt2024314:-	tt2024315:-	tt2024316:-	tt2055491:-	tt2055492:-	tt2055493:-	tt2055494:-	tt2055495:-	tt2055496:-	tt2056442:-	tt2056443:-	
6	tt2504102:-	tt2504104:-	tt2504106:-	tt2504110:-	tt2504114:-	tt2707870:-	tt2707886:-	tt2707890:-	tt2707892:-	tt2707900:-	tt2707902:-	tt2707904:-	tt2707906:-	
7	tt4145448:-	tt4145460:-	tt4145462:-	tt4145468:-	tt4168080:-	tt5334530:-	tt5334576:-	tt5334600:-	tt5334622:-	tt5335954:-	tt5335966:-	tt5335988:-	tt6864730:-	
8	tt4844394:-	tt4844396:-	tt4844398:-	tt4844402:-	tt4844406:-	tt5247084:-	tt5247094:-	tt5247174:-	tt5247182:-	tt5247224:-	tt5306632:-	tt5306636:-	tt5327598:-	tt5327620:-	tt5327634:-	
10	tt9172878:-	tt9172882:-	tt9172886:-	tt9172888:-	tt9172892:-	tt9172896:-	
