1	tt1306825:7.3	tt1306826:8.2	tt1306827:8.0	tt1306828:7.8	tt1310487:8.2	tt1311585:7.8	tt1317968:8.5	tt1321311:8.5	tt1321770:8.6	tt1329918:8.6	tt1330476:8.3	
2	tt1859293:7.9	tt1884044:7.7	tt1885034:7.8	tt1892934:7.7	tt1904069:7.6	tt1915305:7.7	tt1920483:8.0	tt1928890:7.2	tt1943474:7.9	tt1953294:7.8	
3	tt2377294:8.1	tt2423732:7.5	tt2424928:7.9	tt2432122:7.9	tt2460318:7.7	tt2474572:8.1	tt2498190:8.1	tt2500634:7.8	tt2524744:8.1	tt2556482:8.5	
4	tt3775410:8.2	tt3793154:8.4	tt3809594:8.5	tt3841528:8.2	tt4530642:8.3	tt4530648:8.1	
