2	tt0630117:8.2	tt0630118:8.4	tt0630120:8.3	tt0630121:8.7	tt0630125:8.2	tt0630127:8.7	tt0630129:8.5	
3	tt0630119:8.1	tt0630123:8.3	tt0630130:8.3	tt0630131:8.0	tt0630132:7.7	tt0630134:8.1	
1	tt0630122:8.6	tt0630124:8.3	tt0630126:8.4	tt0630128:8.5	tt0630133:8.2	tt0630135:8.0	
4	tt7519536:8.7	tt7519540:8.4	tt7519556:8.5	
