1	tt1505994:7.3	tt1513236:-	tt1514871:-	tt1516177:-	tt1518360:-	tt1518361:7.0	tt1519494:-	tt1524004:-	
3	tt1509362:6.2	tt1548660:-	tt1551686:-	tt1555465:-	tt1556289:-	tt1557947:-	tt1557948:-	tt1617320:-	
2	tt1511574:6.2	tt1526359:-	tt1534608:-	tt1534609:-	tt1537502:-	tt1540189:-	tt1540190:-	tt1541175:-	
4	tt1513237:-	tt1581703:-	tt1597288:-	tt1601267:-	tt1602689:-	tt1602690:-	tt1602691:-	tt1602692:-	
5	tt1535662:-	tt1540191:-	tt1544659:-	tt1544660:-	tt1554131:-	tt1559577:-	tt1577222:-	tt1577223:-	
6	tt1748874:-	tt1755096:-	tt1761119:8.4	tt1766324:-	tt1769508:-	tt1777098:-	tt1777099:-	tt1777100:-	
7	tt2094247:-	tt2097413:-	tt2098043:-	tt2098044:-	tt2110623:-	tt2110624:-	tt2110625:-	tt2120247:-	
8	tt2473454:8.6	tt2473456:8.0	tt2473466:8.4	tt2473484:-	tt2512568:-	tt2523674:-	tt2524690:-	tt2559054:7.6	tt2559062:8.0	
9	tt3281498:-	tt3281512:8.0	tt3299360:-	tt3312978:-	tt3329076:-	tt3360952:-	tt3360958:-	tt3367724:-	tt3367728:-	
10	tt4136028:-	tt4161478:-	tt4171852:-	tt4190918:-	tt4209122:-	tt4209442:-	tt4209452:-	tt4209468:-	
11	tt5100138:-	tt5103786:-	tt5155452:-	tt5173736:-	tt5190086:-	tt5206204:-	tt5228020:-	tt5240704:-	
12	tt6160936:-	tt6183324:-	tt6187820:-	tt6206256:-	tt6228924:-	tt6245510:-	tt6266294:-	tt6292014:-	
13	tt7523220:-	tt7523222:-	tt7550228:-	tt7578508:-	tt7606836:-	tt7634642:-	tt7660204:-	tt7684042:-	
14	tt9144596:7.8	tt9200806:-	tt9217538:7.8	tt9242376:8.6	tt9274676:8.4	tt9317938:8.3	tt9483256:-	tt9483266:-	
