21	tt10245760:-	tt10757986:-	tt10758002:-	tt10758020:-	tt10758030:-	tt10758048:-	tt10758138:-	tt10758164:-	tt10758250:-	tt10758274:-	tt10768058:-	tt10768166:-	
20	tt10290240:-	tt10290252:-	tt10290262:-	tt10290266:-	tt10400164:-	tt10404528:-	tt10404918:-	tt10405114:-	tt10410404:-	tt10415170:-	tt10415732:-	tt10500458:-	
23	tt11941472:-	
2	tt1731480:-	tt1731481:-	tt1731485:-	tt1731486:-	tt1731490:-	tt1731495:-	tt1731496:-	tt1731497:-	tt1731498:-	tt1731499:-	tt1731508:-	tt1731509:-	
3	tt1731482:-	tt1731483:-	tt1731487:-	tt1731488:-	tt1731491:-	tt1731493:-	tt1731494:-	tt1731500:-	tt1731503:-	tt1731504:-	tt1731505:-	tt1731507:-	
1	tt1731484:-	tt1731489:-	tt1731492:-	tt1731506:-	
4	tt1731501:-	tt1731502:-	tt1744698:-	tt2129400:-	tt2129401:-	tt2129402:-	tt2129403:-	tt2129404:-	tt2129405:-	tt2129406:-	tt2129407:-	tt2129408:-	
5	tt2130871:-	tt2130872:-	tt2130873:-	tt2130874:-	tt2130875:-	tt2130876:-	tt2130877:-	tt2130878:-	tt2130879:-	tt2130880:-	tt2130881:-	tt2130882:-	
6	tt2132845:-	tt2132846:-	tt2132847:-	tt2132848:-	tt2132849:-	tt2132850:-	tt2132851:-	tt2132852:-	tt2132853:-	tt2132854:-	tt2132855:-	tt2132856:-	
7	tt2300179:-	tt2300181:-	tt2300183:9.2	tt2300185:-	tt2303625:-	tt2303627:-	tt2303629:-	tt2303631:-	tt2303633:-	tt2303635:-	tt2303637:-	tt2303639:-	
8	tt2392214:-	tt2392216:-	tt2560012:-	tt2560014:-	tt2560020:-	tt2560022:-	tt2560024:-	tt2560026:-	tt2560030:-	tt2560032:-	tt2560036:-	tt2560038:-	
9	tt3208036:-	tt3216428:-	tt3216446:-	tt3216448:-	tt3216450:-	tt3216452:-	tt3216456:-	tt3216464:-	tt3216472:-	tt3216476:-	tt3216478:-	tt4884250:-	
10	tt3216484:-	tt3216486:-	tt3216492:-	tt3323516:-	tt3323518:-	tt3323524:-	tt3323526:-	tt3323528:-	tt3323530:-	tt3323534:-	tt3323536:-	tt3323538:-	
11	tt4019854:-	tt4019860:-	tt4019862:-	tt4019866:-	tt4019868:-	tt4019870:-	tt4019872:-	tt4019874:-	tt4019876:-	tt4019878:-	tt4019880:-	tt4019884:-	tt4019888:-	tt4019896:-	
12	tt4887830:-	tt4887836:-	tt4887848:-	tt4887860:-	tt4887900:-	tt4887934:-	tt4888016:-	tt4888026:-	tt4888044:-	tt4888064:-	tt4888074:-	tt4888078:-	
13	tt4888080:-	tt4888082:-	tt4888090:-	tt4888098:-	tt4888102:-	tt4888108:-	tt4888110:-	tt4888114:-	tt4888116:-	tt5160498:-	tt5160522:-	tt5160568:-	
14	tt5160702:-	tt5590570:-	tt5590590:-	tt5590606:-	tt5590630:-	tt5590636:-	tt5590640:-	tt5590644:-	tt5590648:-	tt5590654:-	tt5590656:-	tt5590660:-	
15	tt5590666:-	tt5590670:-	tt5590676:-	tt5590686:-	tt5590692:-	tt5595234:-	tt5728800:-	tt5728802:-	tt5728808:-	tt5728810:-	tt5728812:-	tt5728816:-	tt6066740:-	tt6066742:-	
16	tt6047836:-	tt6066720:-	tt6106336:-	tt6174806:-	tt6174810:-	tt6174816:-	tt6174826:-	tt7545162:-	tt7551062:-	tt7551078:-	tt7554924:-	tt7554934:-	
17	tt7175946:-	tt7175960:-	tt7201160:-	tt7201172:-	tt7537116:-	tt7544202:-	tt7544478:-	tt7544738:-	tt7544780:-	tt7544806:-	tt7594640:-	tt7594644:-	
18	tt7537044:-	tt7537064:-	tt7537082:-	tt7544000:-	tt7544070:-	tt7544164:-	tt7544344:-	tt7571888:-	tt7589636:-	tt7625016:-	tt7655534:-	tt7681330:-	
19	tt8163894:-	tt8163942:-	tt8259850:-	tt8259874:-	tt8259892:-	tt8457824:-	tt8457834:-	tt8457844:-	tt8457854:-	tt8457868:-	tt8457892:-	tt8463330:-	
