1	tt10373858:6.6	tt10373862:6.9	tt10373864:7.4	tt10395430:7.5	tt10395442:7.7	tt10395448:7.0	tt11405320:6.0	
2	tt11628856:7.4	tt11628972:7.1	tt11628976:6.2	tt11628978:6.8	tt11628984:6.9	tt11628988:6.9	
3	tt13870594:8.2	tt13998698:-	tt14016550:-	tt14016552:-	tt14016556:-	tt14016560:-	
