1	tt7205906:9.3	tt7206102:8.7	tt7206146:7.8	tt7206194:7.3	tt7206220:8.1	tt7206222:8.7	tt7206226:8.4	tt7206298:7.2	tt7206340:8.7	tt7206406:7.0	tt7206416:7.1	tt7206424:9.0	tt7206466:9.6	tt7206584:8.0	tt7206590:8.8	tt7206608:8.8	tt7206616:8.4	tt7206634:9.0	tt7206648:8.9	tt7206666:8.2	tt7206692:8.6	tt7206702:8.2	tt7206732:8.7	tt7206748:8.6	tt7206756:9.2	
\N	tt7206460:-	tt7206468:9.4	
2	tt7208676:8.4	tt7208678:8.0	tt7208682:8.7	tt7208686:9.2	tt7208696:9.7	tt7208698:9.0	tt7208700:9.9	tt7208706:9.9	tt7208710:8.8	tt7208712:9.0	tt7208716:8.8	tt7208718:9.3	tt7208762:8.2	tt7208766:9.5	tt7208768:8.7	tt7208780:9.2	tt7208782:9.2	tt7208786:9.2	tt7208792:7.7	tt7208794:9.2	tt7208796:7.7	tt7208798:8.5	tt7208800:7.2	tt7208806:-	
3	tt7208850:8.2	tt7208852:8.8	tt7208854:8.8	tt7208858:7.7	tt7208860:7.3	tt7208864:8.7	tt7208870:9.1	tt7208874:9.0	tt7208880:10.0	tt7208882:8.7	tt7208884:7.7	tt7208886:8.7	tt7208892:8.7	tt7208894:7.7	tt7208896:9.8	tt7208898:9.3	tt7208900:7.0	tt7208902:9.0	tt7208904:-	
4	tt7208912:8.4	tt7208918:9.4	tt7208920:8.9	tt7208924:9.7	tt7208928:9.1	tt7208932:7.6	tt7208934:7.8	tt7208936:8.9	tt7208938:9.9	tt7208940:7.3	tt7208944:8.7	tt7208946:8.3	tt7208950:9.6	tt7208958:9.4	tt7208966:9.0	tt7208968:7.8	tt7208970:8.8	tt7208974:9.3	tt7208976:9.1	tt7208978:8.7	tt7208980:8.9	tt7208986:9.6	tt7208988:8.7	tt7208990:-	
