2	tt11373828:7.9	tt11373830:7.6	tt11373832:8.1	tt11384504:8.3	tt11389516:7.6	tt11394236:7.9	tt11399832:8.1	tt11399838:8.2	tt11442826:7.8	tt11442854:8.0	tt11442936:7.8	tt11443644:7.7	tt11443664:7.6	tt11443670:7.8	tt11443680:7.5	tt11454496:7.3	tt11454506:7.7	tt11474428:7.5	tt11474436:7.6	tt11474444:7.6	tt11474448:7.6	tt11478558:7.3	tt11478560:7.8	tt11478562:7.9	
1	tt7727320:7.9	tt7727326:7.5	tt7727338:7.5	tt7727344:7.4	tt7727356:7.4	tt7727358:7.5	tt7727362:7.9	tt7727372:7.8	tt7727378:7.5	tt7727380:7.3	tt7727382:7.3	tt7727384:7.7	tt7727388:7.4	tt7727390:7.4	tt7727392:7.4	tt7727396:7.8	tt7727400:7.9	tt7727412:7.6	tt7727422:7.8	tt7727430:7.5	tt7727440:7.4	tt7727454:7.7	tt7727484:7.7	tt7727488:8.0	
