1	tt0674068:-	tt0674071:-	tt0790943:6.6	tt0847404:6.7	tt0864556:8.6	tt0864558:-	tt0864561:6.3	tt0864568:-	tt0864571:-	tt0864588:-	tt0864589:-	tt0864597:6.3	tt0864598:-	
3	tt0674069:-	tt0674072:-	tt0864557:-	tt0864560:-	tt0864565:-	tt0864567:-	tt0864579:-	tt0864582:-	tt0864583:-	tt0864584:-	tt0864590:-	tt0864592:-	tt0864596:-	
2	tt0674070:-	tt0790944:-	tt0864559:-	tt0864563:-	tt0864564:-	tt0864566:-	tt0864569:-	tt0864574:-	tt0864575:-	tt0864576:-	tt0864578:-	tt0864581:-	tt0864594:-	
4	tt0800873:-	tt0864562:-	tt0864570:-	tt0864572:-	tt0864573:-	tt0864577:-	tt0864580:-	tt0864585:-	tt0864586:-	tt0864587:-	tt0864591:-	tt0864593:-	tt0864595:-	
16	tt11131030:-	tt11131136:-	tt11131172:-	tt11181310:-	tt11181412:-	tt11181536:-	tt11264084:-	tt11264256:-	tt11264350:-	tt11264632:-	tt11290802:-	tt11290804:-	tt11294852:-	
5	tt1200124:-	tt1200125:-	tt1200126:-	tt1200884:-	tt1200885:-	tt1200886:-	tt1206564:-	tt1211670:-	tt1211998:-	tt1211999:-	tt1248902:-	tt1248903:-	tt1248907:-	
17	tt12461928:-	tt13799914:-	tt13897648:-	tt13897722:-	tt13927248:-	tt13927390:-	tt13927930:-	
6	tt1399464:-	tt1399465:-	tt1407117:-	tt1407118:-	tt1414386:-	tt1414387:-	tt1423595:-	tt1423596:-	tt1434669:-	tt1434670:-	tt1442814:-	tt1443880:-	tt1453527:9.7	
7	tt1545144:-	tt1702086:-	tt1702087:-	tt1702089:-	tt1743787:-	tt1744052:-	tt1749332:-	tt1757060:-	tt1757061:-	tt1757062:-	tt1782654:-	tt1782655:-	tt1794100:-	
8	tt1702084:-	tt1702085:-	tt1702088:-	tt2033604:-	tt2033605:-	tt2040754:-	tt2040755:-	tt2042951:-	tt2048160:-	tt2048161:-	tt2048162:-	tt2061019:-	tt2061020:-	
9	tt2107981:-	tt2367238:-	tt2367240:-	tt2367276:-	tt2367286:-	tt2367288:-	tt2367292:-	tt2367294:-	tt2367296:-	tt2367298:-	tt2367300:-	tt2373966:-	tt2373968:-	
10	tt3257516:-	tt3282628:-	tt3282632:-	tt3282634:-	tt3282636:-	tt3282638:-	tt3294372:-	tt3294632:-	tt3294686:-	tt3344332:-	tt3344348:-	tt3344490:-	tt3354614:-	
11	tt4048682:-	tt4118334:-	tt4119558:-	tt4119560:-	tt4119564:-	tt4119566:-	tt4119568:-	tt4191512:-	tt4197918:-	tt4211024:-	tt4211040:-	tt4211060:-	tt4211116:-	
12	tt5080772:-	tt5097588:-	tt5097590:-	tt5097600:-	tt5108724:-	tt5108782:-	tt5108822:-	tt5148074:-	tt5148136:-	tt5148152:-	tt5207668:-	tt5207678:-	tt5207696:-	
13	tt6157656:7.8	tt6157688:5.4	tt6157710:-	tt6168586:-	tt6168742:-	tt6168844:-	tt6168874:-	tt6168888:-	tt6196534:-	tt6196596:8.1	tt6238470:6.5	tt6238494:-	tt6238508:-	
14	tt7220330:-	tt7485458:-	tt7503700:-	tt7509160:-	tt7509180:-	tt7509194:-	tt7523636:-	tt7538478:-	tt7538510:-	tt7538574:-	tt7599876:-	tt7599910:-	tt7600060:-	
15	tt9162320:-	tt9162438:-	tt9162606:-	tt9162630:-	tt9166092:6.6	tt9166582:-	tt9218188:-	tt9218248:-	tt9218322:6.0	tt9264566:7.5	tt9264726:-	tt9301498:-	tt9301594:-	
