5	tt11027668:-	tt11027684:-	tt11027700:-	tt11116660:-	tt11116662:-	tt11132062:-	tt14259444:-	tt14259458:-	tt14259462:-	
1	tt11551912:-	tt11551914:-	tt11551920:-	tt11551924:-	tt11552220:-	tt11552262:-	tt11552266:-	tt7327056:-	
2	tt11552270:-	tt7417752:-	tt7417754:-	tt7417760:-	tt7417768:-	tt7417770:-	tt7417774:-	tt7417788:-	
4	tt11552282:-	tt14259258:-	tt14259280:-	tt14259314:-	tt14259330:-	tt14259354:-	tt14259384:-	tt14259394:-	
3	tt14259134:-	tt14259160:-	tt14259178:-	tt14259192:-	tt14259204:-	tt14259228:-	tt14259234:-	tt7463690:-	
6	tt14259466:-	tt14259472:-	tt14259478:-	tt14259486:-	tt14259494:-	tt14259496:-	tt14259506:-	tt14259510:-	tt14259512:-	
