4	tt0688727:7.8	tt0688730:7.5	tt0688746:7.6	tt0688751:7.5	tt0688765:7.7	tt0688771:7.4	tt0688776:7.6	tt0688821:7.6	tt0688827:7.4	tt0688830:7.8	tt0688866:8.0	tt0688872:7.5	tt0688884:7.4	tt0688887:7.5	tt0688890:7.9	tt0688893:7.6	tt0688896:7.4	tt0688897:8.0	tt0688918:7.3	tt0688919:7.8	tt0688921:7.7	tt0688924:8.1	tt0688930:7.2	tt0688932:7.2	tt0688942:7.6	
9	tt0688728:6.0	tt0688737:5.8	tt0688754:6.1	tt0688802:5.9	tt0688803:4.7	tt0688804:6.0	tt0688805:6.2	tt0688809:5.6	tt0688815:6.8	tt0688816:7.3	tt0688825:4.7	tt0688843:6.1	tt0688846:5.4	tt0688854:5.1	tt0688863:2.6	tt0688865:5.7	tt0688867:5.1	tt0688869:6.1	tt0688880:4.3	tt0688881:5.3	tt0688906:6.8	tt0688914:5.2	tt0688915:5.2	tt0688938:4.8	
6	tt0688729:8.7	tt0688733:7.3	tt0688740:7.3	tt0688748:7.5	tt0688753:7.7	tt0688767:7.7	tt0688775:7.5	tt0688777:7.0	tt0688779:7.6	tt0688793:7.2	tt0688797:7.9	tt0688807:7.2	tt0688808:7.8	tt0688812:7.7	tt0688817:7.1	tt0688822:7.3	tt0688831:7.8	tt0688855:7.5	tt0688856:7.2	tt0688885:7.2	tt0688891:7.6	tt0688900:7.5	tt0688907:7.3	tt0688927:7.3	tt0688941:7.6	
7	tt0688731:6.6	tt0688745:6.9	tt0688760:6.5	tt0688786:7.1	tt0688788:7.6	tt0688798:7.2	tt0688811:6.7	tt0688839:7.1	tt0688842:6.6	tt0688847:7.3	tt0688848:7.2	tt0688860:7.1	tt0688862:7.7	tt0688873:7.1	tt0688875:7.0	tt0688876:7.0	tt0688877:8.1	tt0688878:7.4	tt0688879:7.0	tt0688892:6.9	tt0688894:7.2	tt0688895:7.4	tt0688909:7.5	tt0688928:7.2	tt0688939:7.5	
2	tt0688732:7.0	tt0688734:8.0	tt0688736:7.9	tt0688738:8.6	tt0688749:7.6	tt0688750:8.4	tt0688756:7.7	tt0688781:7.6	tt0688782:7.5	tt0688785:7.2	tt0688792:7.6	tt0688794:7.7	tt0688810:7.6	tt0688813:7.5	tt0688814:8.0	tt0688835:7.5	tt0688836:7.4	tt0688851:8.0	tt0688886:5.1	tt0688920:6.9	tt0688935:8.0	tt0793234:7.4	tt0793235:7.7	tt0793236:7.0	
8	tt0688735:7.4	tt0688739:6.3	tt0688742:6.8	tt0688759:7.1	tt0688770:7.1	tt0688772:6.0	tt0688773:6.5	tt0688783:7.8	tt0688795:6.1	tt0688799:7.3	tt0688828:6.6	tt0688845:6.8	tt0688850:6.7	tt0688852:6.7	tt0688864:6.8	tt0688874:7.0	tt0688882:6.0	tt0688901:6.0	tt0688902:6.6	tt0688903:7.0	tt0688904:6.3	tt0688913:7.2	tt0688917:7.6	tt0688936:6.7	tt0688940:6.7	
3	tt0688741:7.5	tt0688744:7.8	tt0688747:7.9	tt0688757:7.1	tt0688758:7.5	tt0688764:7.5	tt0688774:7.7	tt0688778:7.5	tt0688787:7.4	tt0688791:7.4	tt0688800:7.7	tt0688806:8.1	tt0688833:8.2	tt0688834:8.0	tt0688853:7.2	tt0688870:8.3	tt0688871:7.4	tt0688898:7.3	tt0688910:7.7	tt0688912:7.6	tt0688916:7.2	tt0688925:8.3	tt0688926:8.0	tt0688929:7.7	tt0688931:7.5	
1	tt0688743:7.6	tt0688752:7.3	tt0688755:7.4	tt0688762:7.6	tt0688763:7.9	tt0688768:7.7	tt0688769:7.9	tt0688780:7.5	tt0688801:7.1	tt0688826:7.5	tt0688829:7.6	tt0688832:7.5	tt0688840:7.7	tt0688841:7.4	tt0688861:7.1	tt0688868:7.5	tt0688905:7.2	tt0688908:7.2	tt0688911:7.5	tt0688923:8.1	tt0688937:7.7	tt0688943:7.3	tt0762983:7.8	
5	tt0688761:8.7	tt0688766:7.7	tt0688784:7.1	tt0688789:7.6	tt0688790:8.1	tt0688796:7.9	tt0688818:7.5	tt0688819:8.0	tt0688820:8.5	tt0688823:7.5	tt0688824:7.4	tt0688837:7.8	tt0688838:7.0	tt0688844:7.6	tt0688849:7.6	tt0688857:7.7	tt0688858:8.1	tt0688859:7.6	tt0688883:7.6	tt0688888:7.6	tt0688889:7.9	tt0688899:8.1	tt0688922:7.6	tt0688933:8.0	tt0688934:8.7	
10	tt7122488:7.8	tt7718190:7.8	tt7718192:7.4	tt7718194:7.7	tt7718198:8.1	tt7718200:7.6	tt7718202:7.7	tt7718204:7.4	tt8449012:7.8	
