8	tt11138252:7.1	tt11138254:7.1	tt11138258:6.9	tt11138260:7.0	tt11138264:7.0	tt11138266:6.9	tt11138268:7.0	tt11138270:7.0	
9	tt12930780:-	
1	tt2333665:8.8	tt2338971:8.3	tt2338973:8.3	tt2338975:8.2	tt2338977:8.4	tt2430838:8.0	tt2430846:7.7	tt2430850:8.3	tt2430856:8.2	tt2430862:8.2	
2	tt2498860:7.1	tt2498862:8.6	tt2498870:7.7	tt2498872:8.2	tt2498882:8.6	tt2498886:8.2	tt2498888:8.2	tt2560730:9.0	
3	tt2805654:8.2	tt2805688:8.4	tt2805698:8.0	tt2805704:8.0	tt2805708:8.3	tt2910028:7.6	tt2910036:-	tt2910038:-	tt2910040:8.5	tt2910054:8.6	tt3549064:8.4	tt3549070:-	tt3549076:-	tt3549082:8.4	tt3549086:-	tt3549108:-	
4	tt3549102:9.1	tt3549116:-	tt3549118:8.6	tt3549134:-	tt3549136:-	tt3549148:-	tt3549150:-	tt3549158:8.2	tt3559376:-	tt3924780:-	tt4057452:-	tt4118548:-	tt4118828:-	tt4118838:-	tt4118846:-	tt4118854:-	
\N	tt4119248:-	tt4119252:-	
5	tt4369106:8.4	tt4369114:8.7	tt4393286:8.7	tt5093234:8.8	tt5093238:7.8	tt5093242:8.0	tt5093252:-	tt5093256:-	tt5096938:-	tt5097794:-	tt5097814:-	tt5097872:-	tt5098238:8.9	tt5098242:-	tt5108634:-	tt5108660:-	
6	tt7188972:-	tt9044226:-	tt9044228:-	tt9044230:-	tt9044232:-	tt9044234:-	tt9044236:-	tt9044238:-	tt9044240:-	tt9044242:-	tt9044244:-	tt9044246:-	tt9044248:-	tt9044250:-	tt9044252:-	tt9044258:-	
7	tt9076818:7.6	tt9076820:7.3	tt9076822:7.1	tt9076824:7.4	tt9076826:7.0	tt9076828:6.7	tt9076830:6.7	tt9076832:6.7	tt9076834:7.1	tt9076836:7.3	tt9076838:6.7	tt9076840:7.1	tt9076842:6.8	tt9076844:6.8	tt9076846:7.0	tt9076848:7.2	
