1	tt1708945:7.8	tt1752142:7.9	tt1755989:8.0	tt1755990:8.1	tt1755991:8.1	tt1835735:7.8	tt1835736:7.7	tt1836665:7.8	tt1836667:7.7	
2	tt1990830:8.0	tt1990831:8.9	tt1990832:7.9	tt1990833:8.6	tt1990834:8.1	tt1990835:8.2	tt1990836:8.0	tt1990837:8.2	tt1990838:8.1	tt1990839:8.6	
3	tt2497488:8.4	tt2650344:8.0	tt2747050:8.2	tt2811992:8.1	tt2811996:8.1	tt2811998:7.9	tt2812006:7.9	tt2812010:8.1	tt2812012:8.1	tt2812014:8.3	
