1	tt1658217:-	tt1658219:-	tt1658223:-	tt1658224:-	tt1658225:-	tt1658233:-	tt1658236:-	tt1658239:-	tt1658242:-	tt1658249:-	tt1658250:-	tt1658251:-	tt1658252:-	tt1658254:-	tt1658255:-	tt1658257:-	tt1658259:-	tt1658260:-	tt1658261:-	tt1658262:-	tt1658266:-	tt1658267:-	tt1658268:-	tt1658269:-	tt1658270:-	tt1658271:-	tt1658272:-	tt1658274:-	tt1658275:-	tt1658276:-	tt1658277:-	tt1658280:-	tt1658282:-	tt1658285:-	tt1658288:-	tt1658289:-	tt1658293:-	tt1658295:-	tt1658296:-	tt1658298:-	tt1658301:-	tt1658305:-	tt1658306:-	tt1658309:-	tt1658310:-	tt1658312:-	tt1659473:-	tt1659474:-	tt1659475:-	tt1659476:-	tt1659477:-	tt1659478:-	
2	tt1658218:-	tt1658220:-	tt1658221:-	tt1658222:-	tt1658226:-	tt1658227:-	tt1658228:-	tt1658229:-	tt1658230:-	tt1658231:-	tt1658232:-	tt1658234:-	tt1658235:-	tt1658237:-	tt1658238:-	tt1658240:-	tt1658241:-	tt1658243:-	tt1658244:-	tt1658245:-	tt1658246:-	tt1658247:-	tt1658248:-	tt1658253:-	tt1658256:-	tt1658258:-	tt1658263:-	tt1658264:-	tt1658265:-	tt1658273:-	tt1658278:-	tt1658279:-	tt1658281:-	tt1658283:-	tt1658284:-	tt1658286:-	tt1658287:-	tt1658290:-	tt1658291:-	tt1658292:-	tt1658294:-	tt1658297:-	tt1658299:-	tt1658300:-	tt1658302:-	tt1658303:-	tt1658304:-	tt1658307:-	tt1658308:-	tt1658311:-	tt1659479:-	tt1659480:-	
