1	tt6626364:-	tt6627644:-	tt6627648:-	tt6627656:-	
2	tt6626370:-	tt6627660:-	tt6627662:-	tt6627664:-	tt6627668:-	
3	tt6626372:-	tt6627670:-	tt6627676:-	tt6627678:-	
4	tt6626374:-	tt6627690:-	tt6627694:-	tt6627696:-	
5	tt6626394:-	tt6627978:-	tt6631388:-	tt6631408:-	
6	tt6627702:-	tt6631418:-	tt6631422:-	tt6631424:-	
7	tt6627704:-	tt6631430:-	tt6631432:-	tt6631438:-	tt6640002:-	
8	tt6627708:-	tt6627998:-	tt6628002:-	tt6628006:-	
9	tt6627710:-	tt6627988:-	tt6631440:-	tt6631442:-	
10	tt6627714:-	tt6627716:-	tt6631444:-	tt6631450:-	
