1	tt0944874:7.5	tt0944875:7.8	tt1014282:7.8	tt1014283:7.8	tt1014284:8.0	tt1014285:8.3	tt1014286:7.6	tt1014287:7.8	tt1014288:7.9	tt1014289:7.9	tt1014290:7.5	tt1014291:7.7	tt1014292:7.8	
14	tt11179006:8.5	tt11179044:8.4	tt11179070:8.6	tt11179084:8.3	tt11179122:8.7	tt11179138:8.3	tt11179160:8.3	tt11179170:8.6	tt11179174:8.6	tt11179190:8.8	tt11179206:8.8	tt11179220:9.0	tt9904556:8.1	
2	tt1179559:8.4	tt1179560:8.1	tt1179564:8.0	tt1179565:7.9	tt1179566:7.7	tt1179567:7.8	tt1179568:8.0	tt1179569:7.8	tt1179570:7.8	tt1179571:7.9	
3	tt1179561:7.8	tt1179562:7.9	tt1179563:7.9	tt1547529:8.2	tt1547530:8.4	tt1559429:7.9	tt1561542:8.0	tt1561543:8.1	tt1561544:8.4	tt1561548:8.0	
15	tt11925222:7.9	tt13711772:7.6	tt13711776:8.5	tt13711778:8.2	tt13711780:8.4	tt13711782:8.4	tt13711784:8.4	tt13711786:8.8	tt13711790:9.0	tt13711792:9.1	tt13711794:9.6	
5	tt1350040:8.5	tt1734276:8.2	tt1734277:7.8	tt1734278:8.0	tt1734279:7.8	tt1734280:7.7	tt1734281:7.8	tt1734282:7.5	tt1734283:8.1	tt1734284:7.7	
4	tt1561545:7.7	tt1561546:7.8	tt1561547:8.0	tt1561549:7.8	tt1619691:8.1	tt1619692:8.6	tt1619693:7.8	tt1619694:7.9	tt1619695:8.1	tt1620027:8.2	
6	tt2168763:7.9	tt2212207:7.6	tt2212213:7.4	tt2212217:7.9	tt2212219:8.1	tt2212221:7.6	tt2212223:8.0	tt2212225:8.2	tt2212227:7.7	tt2212231:7.6	
7	tt2628010:7.7	tt2628014:8.0	tt2628026:7.3	tt2628028:8.0	tt2628032:7.2	tt2628034:8.6	tt2628036:7.9	tt2628072:8.0	tt2628074:7.4	tt2628078:7.5	
8	tt3326290:8.2	tt3326292:7.9	tt3326294:8.7	tt3326296:7.8	tt3326300:7.4	tt3326308:8.4	tt3326310:8.1	tt3326314:7.9	tt3326316:8.1	tt3326320:8.3	
9	tt4006674:8.8	tt4006678:8.5	tt4006680:8.3	tt4006684:7.8	tt4006686:7.7	tt4006692:8.1	tt4006694:8.5	tt4006696:7.9	tt4006698:8.2	tt4006702:8.3	tt4006704:8.8	
10	tt4898098:8.2	tt4898100:7.4	tt4898108:8.0	tt4898110:8.3	tt4898116:8.0	tt4898120:8.5	tt4898128:8.1	tt4898130:8.5	tt4898132:8.3	tt4898138:8.5	tt4898140:8.9	
11	tt5705782:8.6	tt5705788:8.3	tt5705804:8.4	tt5705810:8.0	tt5705818:8.5	tt5705822:8.4	tt5705824:7.8	tt5705828:7.8	tt5705830:8.9	tt5705834:8.7	
12	tt7814248:8.5	tt7814258:8.9	tt7820214:8.6	tt7820242:8.5	tt7820266:8.7	tt7820294:8.6	tt7830456:8.4	tt7830460:8.4	tt7830466:8.5	tt7830468:8.4	
13	tt8360088:8.0	tt8911252:8.6	tt8911256:8.0	tt8911264:8.3	tt8911268:7.6	tt8911272:8.4	tt8911278:8.2	tt8911282:7.9	tt8911286:8.2	tt8911288:8.8	tt9075204:8.4	tt9075208:8.8	tt9075222:8.9	
