1	tt8496752:-	tt8496772:-	tt8496788:-	tt8496804:-	tt8496822:-	tt8496974:-	tt8497372:-	
2	tt8496996:-	tt8497018:-	tt8497030:-	tt8497040:-	tt8497050:-	tt8497060:-	
3	tt8497084:-	tt8497090:-	tt8497124:-	tt8497156:-	tt8497172:-	tt8497212:-	
