\N	tt1483165:-	tt1483625:-	tt1483626:-	tt1483627:-	tt1483628:-	tt1483629:-	tt1483630:-	tt1483631:-	tt1483632:-	tt1483633:-	tt1483634:-	tt1483635:-	tt1483636:-	tt1485387:-	tt1485388:-	tt1570173:-	tt1870879:-	tt3374788:-	tt3374796:-	tt3374800:-	
1	tt1483624:-	tt1515450:-	tt3374790:-	tt3374802:-	tt4356110:-	tt5162048:-	tt5168194:-	tt5168228:-	tt5168240:-	tt5168248:-	tt5168254:-	tt5168282:-	tt5168288:-	tt5168302:-	tt5182328:-	tt5182336:-	tt5182342:-	tt5182364:-	tt5182372:-	tt5182382:-	tt5182384:-	tt5182396:-	tt5182400:-	tt5182406:-	tt5202752:-	tt5202758:-	tt5202768:-	tt5216734:-	tt5216754:-	tt5216786:-	tt5216796:-	tt5236048:-	tt5236058:-	tt5236062:-	tt5249708:-	tt5249718:-	tt5249736:-	tt5251448:-	tt5251458:-	tt5298168:-	tt5298170:-	tt5298224:-	tt5298230:-	tt5298276:-	tt5309430:-	tt5319978:-	tt5319990:-	tt6911918:-	tt7477826:-	tt7477970:-	tt7479628:-	
2	tt3374782:-	tt3374786:-	tt7479820:-	tt7479832:-	tt7483888:-	tt7483908:-	tt7483938:-	tt7483994:-	tt7488984:-	tt7489006:-	tt7489128:-	tt7489140:-	tt7500938:-	tt7500964:-	tt7500976:-	tt7503386:-	tt7503442:-	tt7503496:-	tt7505934:-	tt7506178:-	
