7	tt0794409:-	tt0981430:-	tt0982967:-	tt0982985:-	tt0982992:-	tt0982999:-	
8	tt0981420:-	tt0981421:-	tt0981422:-	tt0982973:-	tt0982978:-	tt0982990:-	
2	tt0981423:-	tt0982976:-	tt0982980:-	tt0982982:-	
4	tt0981424:-	tt0981431:-	tt0982981:-	tt0982987:-	tt0982998:-	tt0983000:-	
9	tt0981425:-	tt0981426:-	tt0981427:-	tt0982971:-	tt0982984:-	tt0982995:-	
6	tt0981428:-	tt0982968:-	tt0982969:-	tt0982986:-	tt0983001:-	tt0983002:-	
5	tt0981429:-	tt0982972:-	tt0982974:-	tt0982979:-	tt0982994:-	
1	tt0982970:-	tt0982975:-	tt0982977:-	tt0982991:-	tt0982996:-	
3	tt0982983:-	tt0982988:-	tt0982989:-	tt0982993:-	tt0982997:-	
10	tt1155347:-	tt1155348:-	tt1155349:-	tt1155350:-	tt1155351:-	tt1155352:-	
