1	tt12606024:-	tt12606026:-	tt12606028:-	tt12606030:-	tt12606032:-	tt12606034:-	tt12606036:-	tt12606038:-	tt12606040:-	tt12606042:-	tt12606044:-	tt12606046:-	
2	tt12606068:-	tt12606070:-	tt12606072:-	tt12606074:-	tt12606076:-	tt12606080:-	tt12606082:-	tt12606084:-	tt12606086:-	tt12606088:-	tt12606092:-	tt12606094:-	
3	tt12606078:-	tt12606116:-	tt12606118:-	tt12606120:-	tt12606122:-	tt12606124:-	tt12606126:-	tt12606128:-	tt12606130:-	tt12606132:-	tt12606134:-	tt12606136:-	tt12606138:-	
4	tt12606148:-	tt12606150:-	tt12606152:-	tt12606154:-	tt12606156:-	tt12606158:-	tt12606160:-	tt12606164:-	tt12606166:-	tt12606168:-	tt12606170:-	tt12606172:-	tt12606174:-	
