1	tt8495362:-	tt8495364:-	tt8495366:-	tt8495368:-	tt8495372:-	tt8495374:-	tt8495376:-	tt8495378:-	tt8495380:-	tt8495382:-	
2	tt8495384:-	tt8495386:-	tt8495388:-	tt8495390:-	tt8495392:-	tt8495394:-	tt8495396:-	tt8495402:-	
3	tt8495398:-	tt8495400:-	tt8495404:-	tt8495406:-	tt8495410:-	tt8495412:-	tt8495414:-	tt8495416:-	
4	tt8495418:-	tt8495420:-	tt8495436:-	tt8495438:-	tt8495440:-	tt8495442:-	tt8495444:-	tt8495454:-	tt8495456:-	tt8495458:-	
5	tt8495460:-	tt8495464:-	tt8495466:-	tt8495468:-	tt8495472:-	tt8495474:-	tt8495556:-	tt8495560:-	
6	tt8495562:-	tt8495564:-	tt8495566:-	tt8495568:-	tt8495570:-	tt8495572:-	tt8495574:-	tt8495578:-	
7	tt8495580:-	tt8495582:-	tt8495584:-	tt8496122:-	tt8496126:-	tt8496130:-	tt8496132:-	
8	tt8496134:-	tt8496136:-	tt8496138:-	tt8496140:-	tt8496142:-	tt8496144:-	tt8496146:-	tt8496148:-	
9	tt8496150:-	tt8496152:-	tt8496154:-	tt8496156:-	tt8496166:-	tt8496168:-	tt8496170:-	tt8496172:-	
10	tt8496174:-	tt8496176:-	tt8496178:-	tt8496180:-	tt8496182:-	tt8496188:-	tt8496190:-	
11	tt8496192:-	tt8496196:-	tt8496198:-	tt8496200:-	tt8496202:-	tt8496204:-	tt8496206:-	tt8496208:-	
12	tt8496210:-	tt8496212:-	tt8496214:-	tt8496216:-	tt8496218:-	tt8496220:-	tt8496222:-	tt8496224:-	
