1	tt12239724:-	
2	tt12239726:-	
3	tt12239732:-	
4	tt12239734:-	
5	tt12239736:-	
6	tt12239738:-	
7	tt12239740:-	
8	tt12239742:-	
9	tt12239744:-	
10	tt12239746:-	
11	tt12239750:-	
12	tt12239756:-	
13	tt12239764:-	
14	tt12239766:-	
15	tt12240846:-	
16	tt12240848:-	
17	tt12240850:-	
18	tt12240852:-	
19	tt12240854:-	
20	tt12240856:-	
21	tt12240858:-	
22	tt12240862:-	
23	tt12240864:-	
24	tt12240866:-	
25	tt12240868:-	
26	tt12240870:-	
27	tt12240872:-	
28	tt12240874:-	
29	tt12240876:-	
30	tt12240878:-	
31	tt12240880:-	
32	tt12240884:-	
33	tt12240886:-	
34	tt12240888:-	
35	tt12240890:-	
36	tt12240892:-	
