1	tt11049410:-	tt11049418:-	tt11049438:-	tt11049460:-	tt11049470:-	tt11049484:-	tt11049926:-	tt11049944:-	tt11049966:-	tt11049976:-	tt11049988:-	tt11050010:-	tt11050026:-	tt11050032:-	tt11050034:-	tt11050042:-	tt11050048:-	tt11050056:-	tt11050058:-	tt11050062:-	tt11050068:-	tt11050078:-	tt11050082:-	tt11050086:-	tt11050088:-	tt11050098:-	tt11050102:-	tt11050106:-	tt11050114:-	tt11050124:-	
2	tt11050140:-	tt11050146:-	tt11050154:-	tt11050162:-	tt11050174:-	tt11050188:-	tt11050196:-	tt11050218:-	tt11050230:-	tt11050232:-	tt11050240:-	tt11050244:-	tt11050248:-	tt11050254:-	tt11050258:-	tt11050264:-	tt11050270:-	tt11050274:-	tt11050278:-	tt11050288:-	tt11050290:-	tt11050294:-	tt11050296:-	tt11050302:-	
3	tt11050322:-	tt11050326:-	tt11050330:-	tt11050332:-	tt11050338:-	tt11050340:-	tt11050346:-	tt11050348:-	tt11050354:-	tt11050358:-	tt11050362:-	tt11050366:-	tt11050368:-	tt11050372:-	tt11050380:-	tt11050386:-	tt11050392:-	tt11050396:-	tt11050400:-	tt11050408:-	tt11050412:-	tt11050420:-	tt11050426:-	tt11050434:-	
