1	tt1701114:7.2	tt1730029:7.4	tt1741441:7.0	tt1746498:7.3	tt1747664:7.2	tt1752384:7.4	tt1772004:7.1	
2	tt2169763:7.5	tt2169765:7.4	tt2169767:7.7	tt2169769:7.6	tt2169771:7.3	tt2169773:7.5	
3	tt4096652:7.5	tt4096656:7.3	tt4706670:7.4	tt4837868:7.2	tt5191984:7.4	tt5192028:7.5	
\N	tt5224970:7.3	tt5253946:7.6	
