6	tt0837985:8.0	tt0838006:7.9	tt0838007:7.7	tt0838008:8.0	tt0838010:7.6	tt0840577:7.9	tt0840579:8.3	tt0840581:8.0	tt0840592:8.0	tt0842176:7.7	tt0842189:7.9	tt0842195:7.6	tt0842197:7.6	
1	tt0837986:7.8	tt0837990:8.0	tt0837992:7.7	tt0837995:7.7	tt0838011:8.1	tt0840585:7.5	tt0840587:7.5	tt0840589:7.9	tt0840593:7.6	tt0842175:8.0	tt0842179:7.3	tt0842188:7.6	tt0842191:7.7	
5	tt0837987:7.7	tt0837997:7.7	tt0838000:7.9	tt0838005:7.7	tt0838014:7.7	tt0840572:7.9	tt0840583:7.7	tt0840590:8.1	tt0840591:7.9	tt0842181:7.9	tt0842184:8.2	tt0842186:8.1	tt0842190:8.2	
2	tt0837988:7.7	tt0837993:7.7	tt0837999:7.8	tt0838001:7.8	tt0838013:8.0	tt0840575:8.1	tt0840578:8.3	tt0840580:8.1	tt0840588:8.2	tt0842174:7.7	tt0842178:8.0	tt0842180:8.1	tt0842187:8.1	
3	tt0837989:7.6	tt0837998:7.7	tt0838004:8.1	tt0838009:7.8	tt0838012:7.4	tt0840582:7.9	tt0840584:7.7	tt0840586:7.4	tt0840594:8.2	tt0842183:8.1	tt0842185:7.8	tt0842194:7.6	tt0842196:8.0	
4	tt0837991:7.8	tt0837994:7.8	tt0837996:7.9	tt0838002:8.1	tt0838003:7.6	tt0840571:8.1	tt0840573:7.4	tt0840574:7.8	tt0840576:7.7	tt0842177:7.5	tt0842182:7.6	tt0842192:7.6	tt0842193:7.5	
7	tt0854787:7.7	tt0860039:7.6	tt0875633:7.8	tt0875929:7.7	tt0875930:7.6	tt0880138:7.8	tt0883729:8.3	tt0888195:7.7	tt0893114:7.9	tt0897695:7.5	tt0902633:7.5	tt0907451:7.7	tt0910289:7.4	
8	tt0936777:7.3	tt0941635:7.2	tt0945119:7.4	tt0950194:7.7	tt0955014:7.7	tt0959787:7.2	tt0969433:7.1	tt0969434:7.4	tt0974131:7.6	tt0987019:7.5	tt0987020:7.2	tt0990723:7.2	tt0995387:7.2	
23	tt10602910:-	tt10602912:7.8	tt3656918:6.6	tt3662636:6.8	tt3664664:6.6	tt3676660:7.3	tt3678832:7.3	tt3749970:6.7	tt3768034:6.2	tt3786196:6.5	tt3799606:6.4	tt3816406:6.7	tt3819358:8.0	tt3833198:7.7	
9	tt1110998:7.7	tt1120229:7.8	tt1120230:7.8	tt1126900:7.3	tt1126901:7.7	tt1134259:7.6	tt1138835:7.5	tt1204842:7.4	tt1208267:7.2	tt1211011:7.4	tt1212938:8.0	tt1214356:7.5	tt1216842:7.7	
30	tt12188616:-	tt12188618:-	tt12188624:-	tt12188628:8.0	tt12188630:-	tt12188634:-	tt12188640:-	tt12188646:-	tt12188650:-	tt12188654:-	tt12188656:-	tt12188660:8.0	tt12188664:-	
31	tt12199372:7.4	tt12199374:-	tt12199378:-	tt12199392:-	tt12199394:-	tt12199398:-	tt12199400:-	tt12199404:-	tt12199408:-	tt12199412:-	tt12199414:-	tt9230288:-	tt9230366:-	
32	tt12199416:-	tt12199418:-	tt12199440:-	tt12199442:-	tt12199444:-	tt12199446:-	tt12199448:-	tt12199452:-	tt12199454:-	tt12199456:7.6	tt12199458:-	tt12199460:-	tt12199462:-	
10	tt1251176:7.6	tt1251791:7.5	tt1256915:7.6	tt1262286:7.4	tt1269894:8.0	tt1273028:7.5	tt1277048:8.0	tt1279243:7.7	tt1281192:7.6	tt1284780:7.2	tt1288177:7.5	tt1288955:7.7	tt1728758:7.7	
