2	tt11200324:7.6	tt11697850:7.5	tt11697854:7.5	tt11697856:7.4	tt11697858:7.4	tt11697860:7.6	
1	tt9053306:7.2	tt9053372:7.7	tt9053374:7.4	tt9053376:7.6	tt9053378:7.7	tt9053380:8.1	
