5	tt13267350:-	tt14701840:-	tt14701846:-	tt14706952:-	tt14714534:-	tt14720944:-	tt14720950:-	tt14720954:-	tt14752616:-	tt14797200:-	tt14804120:-	tt14810624:-	
4	tt13267392:-	tt13267400:-	tt13267404:-	tt13267408:-	tt13267410:-	tt13267416:-	tt13267420:-	tt13267424:-	tt13267432:-	tt6057388:-	
1	tt2094631:-	tt2094632:-	tt2104653:-	tt2104654:-	tt2104655:-	tt2104656:-	tt2105981:-	tt2105982:-	tt2105983:-	tt2105984:-	tt2107479:-	tt2107480:-	tt2112731:-	tt2112732:-	tt2114186:-	tt2114187:-	tt2115146:-	tt2117587:-	tt2119252:-	
2	tt2157290:-	tt2166968:-	tt2202656:-	tt2491962:-	tt2534360:-	tt2752634:-	tt2785330:-	tt2811400:-	tt2831646:-	
3	tt7530058:-	tt7530060:-	tt7530066:-	tt7530078:-	tt7530080:-	tt7530090:-	tt7530118:-	tt7530122:-	tt7530146:-	
