2	tt0558698:7.8	tt0558703:8.0	tt0558706:7.9	tt0558711:7.9	tt0558716:7.8	tt0558717:8.2	tt0558718:8.3	tt0558723:7.9	tt0558726:8.5	tt0558728:7.9	tt0558730:8.1	tt0558731:7.8	tt0558733:7.9	tt0558735:7.9	tt0558736:7.8	tt0759815:8.0	tt0763246:7.9	tt0765587:7.9	tt0776336:8.1	tt0787577:8.4	tt0789918:8.2	tt0793738:8.4	tt0801551:8.7	tt0801552:8.8	
1	tt0558699:8.1	tt0558701:8.2	tt0558702:8.0	tt0558704:8.1	tt0558705:7.9	tt0558707:8.0	tt0558708:8.0	tt0558709:8.2	tt0558710:8.5	tt0558712:8.1	tt0558713:7.8	tt0558714:8.0	tt0558715:8.1	tt0558719:8.8	tt0558720:8.6	tt0558721:8.1	tt0558722:8.0	tt0558724:7.9	tt0558725:8.1	tt0558727:8.1	tt0558729:8.0	tt0558734:8.0	tt0558737:7.9	
3	tt0829690:8.2	tt0836068:8.1	tt0847784:8.1	tt0847785:8.1	tt0847786:8.0	tt0854467:8.1	tt0883069:8.0	tt0885707:9.6	tt0886806:8.0	tt0888153:8.2	tt0914547:8.1	tt0921939:8.0	tt0935327:7.8	tt0948191:8.2	tt0959052:8.8	tt0965981:8.2	tt0967639:8.1	tt0998228:8.2	tt0998229:8.1	tt1004141:8.3	tt1011292:8.2	tt1011293:8.2	tt1018278:8.7	
4	tt1002845:8.5	tt1002846:8.6	tt1002847:8.0	tt1002848:8.1	tt1002849:8.1	tt1002850:8.0	tt1002851:8.0	tt1002852:8.4	tt1002853:8.9	tt1002856:8.1	tt1002860:8.3	tt1002861:8.2	tt1002862:8.1	tt1002863:8.5	tt1002864:8.1	tt1002865:8.1	tt1002866:9.3	
5	tt1263186:8.1	tt1263187:8.2	tt1263188:8.1	tt1263189:8.0	tt1263190:9.3	tt1263191:7.9	tt1263192:7.8	tt1263193:8.0	tt1263194:7.9	tt1263195:8.5	tt1263196:8.8	tt1263197:8.0	tt1263198:8.1	tt1263199:7.9	tt1263200:8.0	tt1263201:8.0	tt1263202:7.9	tt1263203:8.4	tt1263204:8.1	tt1263205:8.0	tt1263206:8.7	tt1263207:8.2	tt1402734:8.1	tt1404451:8.4	
6	tt1471505:8.0	tt1471506:7.9	tt1471507:7.9	tt1491151:7.9	tt1491152:7.7	tt1505520:8.5	tt1505521:8.0	tt1505522:7.8	tt1505523:7.8	tt1505524:7.9	tt1505525:7.9	tt1505526:7.6	tt1518716:7.9	tt1524702:8.0	tt1578615:8.4	tt1589695:8.0	tt1590415:7.8	tt1606924:7.8	tt1606925:8.0	tt1622711:8.3	tt1622712:8.1	tt1622713:8.2	tt1622714:8.6	
7	tt1658553:8.0	tt1690579:8.0	tt1693224:9.0	tt1693225:7.9	tt1693226:8.0	tt1693227:8.0	tt1693228:8.1	tt1693229:8.0	tt1693230:7.8	tt1693231:8.0	tt1700568:7.9	tt1700569:7.9	tt1700570:7.7	tt1700571:7.8	tt1700572:7.9	tt1700573:8.0	tt1700574:8.0	tt1700575:8.0	tt1700576:7.9	tt1700577:7.9	tt1700578:8.2	tt1700579:8.3	tt1700580:8.7	
8	tt1700581:8.3	tt2005560:7.8	tt2005561:7.8	tt2024670:7.7	tt2024671:7.8	tt2024672:7.9	tt2024673:8.1	tt2080597:8.2	tt2080598:7.6	tt2080599:8.2	tt2080600:8.4	tt2124101:7.8	tt2124102:7.8	tt2140881:8.1	tt2140883:8.0	tt2204091:8.2	tt2204093:8.3	tt2259187:7.8	tt2259189:8.0	tt2259191:8.0	tt2259193:8.1	tt2269187:8.9	tt2269189:9.1	
