1	tt0733334:4.9	tt0733335:4.3	tt0733341:4.8	tt0733348:6.1	tt0733353:4.6	tt0733358:4.9	tt0733368:4.3	tt0733385:5.0	tt0733387:4.4	tt0733389:4.7	tt0733391:4.3	tt0763293:4.8	tt1114170:5.6	
9	tt0733336:-	tt0733337:-	tt0733338:-	tt0733339:6.2	tt0733340:-	tt0733342:6.2	tt2692364:-	tt2692370:-	tt2692374:-	tt2692376:-	tt2692380:-	tt2692388:-	
10	tt0733343:-	tt0733344:-	tt0733345:-	tt0733346:-	tt0733347:7.8	tt2411956:-	tt2411962:8.9	tt2692392:-	tt2692394:-	tt2692398:-	tt2692402:-	tt2700600:-	
2	tt0733349:5.0	tt0733350:4.7	tt0733351:4.7	tt0733352:5.4	tt0733354:4.7	tt0733355:6.4	tt0733356:6.8	tt1035341:-	tt1035342:-	tt1114168:-	tt1114169:-	tt2673308:-	tt2673312:-	
3	tt0733357:6.0	tt0733359:5.7	tt0733360:4.6	tt0733361:4.8	tt0733362:6.7	tt0733363:5.6	tt0733364:6.0	tt0733365:5.2	tt0733366:4.6	tt0733367:6.9	tt0763573:4.8	tt1114171:-	tt1114172:-	
4	tt0733369:5.2	tt0733370:4.6	tt0733371:4.8	tt0733372:4.4	tt0733373:4.8	tt0733374:6.0	tt0733375:5.0	tt0733376:6.0	tt0733377:4.8	tt2673334:-	tt2673344:-	tt2673346:-	
5	tt0733378:4.5	tt0733379:4.6	tt0733380:4.8	tt0733381:4.4	tt0733382:4.2	tt0733383:4.8	tt0733384:5.0	tt0733386:-	tt1114173:-	tt1114174:5.4	tt1114175:-	tt2673364:-	
6	tt0733388:5.0	tt0733390:-	tt1647959:7.0	tt2673372:-	tt2673376:-	tt2673378:-	tt2673380:-	tt2673382:-	tt2673386:-	tt2673390:-	tt2673396:-	tt2673402:6.8	
8	tt0733392:6.0	tt0733393:-	tt0733394:-	tt2032279:-	tt2411916:-	tt2429364:-	tt2429386:-	tt2692312:-	tt2692334:-	tt2692350:-	tt2692354:-	tt2692356:-	
7	tt2692266:-	tt2692268:-	tt2692270:-	tt2692274:-	tt2692280:-	tt2692282:-	tt2692288:-	tt2692292:-	tt2692300:-	tt2692302:-	tt2692316:-	tt2692320:-	
