9	tt14781042:-	tt14818116:-	tt14818128:-	tt14818136:-	tt14818142:-	tt14818146:-	tt14818158:-	tt14818166:-	tt9168422:-	tt9193312:-	
10	tt14818184:-	tt14818202:-	tt14818212:-	tt14818220:-	tt14818228:-	tt14818234:-	tt14818240:-	tt14818250:-	tt14821836:-	tt14821862:-	
11	tt14821888:-	tt14821918:-	tt14821948:-	tt14821972:-	tt14821992:-	tt14828010:-	tt14828022:-	tt14828028:-	tt14828032:-	tt14828036:-	
12	tt14828044:-	tt14828046:-	tt14828050:-	tt14828054:-	tt14828060:-	tt14828064:-	tt14828818:-	tt14828862:-	tt14828894:-	tt14828912:-	
13	tt14828916:-	tt14828922:-	tt14828946:-	tt14828970:-	tt14829002:-	tt14829014:-	
1	tt4622124:-	tt4622138:-	tt4622142:-	tt4622152:-	tt4622164:-	tt4622178:-	tt5015964:-	tt5015970:-	tt5015974:-	tt5015980:-	
2	tt5039766:-	tt5343884:-	tt5389338:-	tt5477328:-	tt5477332:-	tt5477342:-	tt5627204:-	tt5631714:-	tt5646628:-	tt5709228:-	
3	tt5720622:-	tt5777420:-	tt5813180:-	tt5890298:-	tt5892304:-	tt5914580:-	tt6012422:-	tt6018460:-	tt6061464:-	
4	tt6061460:-	tt6067600:-	tt6154596:-	tt6211090:-	tt6250854:-	tt6250866:-	tt6272808:-	tt6408102:-	tt6448004:-	tt6633164:-	
5	tt6666892:-	tt6734546:-	tt6818872:-	tt6905398:-	tt7016906:-	tt7298118:-	tt7298122:-	tt7298124:-	tt7298128:-	tt7298134:-	
6	tt7298142:-	tt7496986:-	tt7496990:-	tt7535312:-	tt7535320:-	tt7621552:-	tt7866238:-	tt7866250:-	tt7866256:-	tt7866292:-	
7	tt7866284:-	tt7893468:-	tt7969162:-	tt8005650:-	tt8097066:-	tt8135214:-	tt8250192:-	tt8457464:-	tt8457470:-	tt8457476:-	
8	tt9168232:-	tt9168250:-	tt9168260:-	tt9168264:-	tt9168274:-	tt9168294:-	tt9168352:-	tt9168376:-	
