1	tt0877765:-	tt0877766:-	tt0877767:-	tt0877768:-	tt0879429:-	tt0879904:-	tt0879905:-	tt0879906:-	
12	tt10097390:-	tt11167490:-	tt11167494:-	tt11167498:-	
13	tt11167504:-	tt11167506:-	tt11167508:-	tt11167510:-	
14	tt11167512:-	tt11167514:-	tt11167516:-	tt11167520:-	
2	tt1140025:-	tt1142450:-	tt1143187:-	tt1143188:-	tt1143189:-	tt1143190:-	tt1143191:-	tt1143192:-	
3	tt1316134:-	tt1320506:-	tt1320507:-	tt1320508:-	tt1320509:-	tt1320510:-	tt1321912:-	tt1322476:-	
4	tt1521288:-	tt1547261:-	tt1547262:-	tt1547263:-	tt1547264:-	tt1547265:-	tt1547266:-	tt1592593:-	
5	tt1740868:-	tt1748652:-	tt1748653:-	tt1797577:-	tt1797578:-	tt1797579:-	tt1797580:-	tt1797581:-	
6	tt2078842:-	tt2086050:-	tt2086051:-	tt2092504:-	tt2096754:-	tt2105142:-	tt2111623:-	tt2125021:-	
7	tt2501746:-	tt2501762:-	tt2501806:-	tt2501828:-	
8	tt3297344:-	tt3308224:-	tt3308234:-	tt3308246:-	
9	tt4192804:-	tt4192898:-	tt4193060:-	tt4193214:-	
10	tt5738404:-	tt5738408:-	tt5738412:-	tt5738416:-	
11	tt6180476:-	tt6180478:-	tt6180482:-	tt6180484:-	
