1	tt10294454:-	tt10294464:-	tt10312806:-	tt10348786:-	tt10379920:-	tt10414206:-	tt10447218:-	tt10503896:-	
2	tt10519714:-	tt10555154:-	tt10627622:-	tt10643072:-	tt10893294:-	tt10893310:-	tt10893330:-	
3	tt10893354:-	tt10893382:-	tt10893410:-	tt10929024:-	tt10929092:-	tt10951160:-	
4	tt11027326:-	tt11165760:-	tt11165778:-	tt11165802:-	tt11165860:-	tt11171392:-	
5	tt11213262:-	tt11251814:-	tt11289628:-	tt11331364:-	tt11398622:-	tt11437778:-	tt12138068:-	
6	tt11616568:-	tt11627312:-	tt11696856:-	tt11778762:-	tt11778770:-	tt12138030:-	
7	tt12138154:-	tt12138162:-	tt12138218:-	tt12138238:-	tt12138264:-	tt12138280:-	
