5	tt0532870:-	tt0837955:-	tt1210553:-	tt1210556:-	tt1210559:-	tt1210560:-	tt1210569:-	tt1210575:-	tt1210576:-	tt1210581:-	tt1210583:-	tt1210586:-	tt1210588:-	tt1210592:-	tt1210602:-	tt1210603:-	tt1210610:-	tt1210611:-	tt1210618:-	tt1210624:-	tt1210626:-	tt1210633:-	tt1210635:-	tt1210642:-	tt1210894:-	tt1210895:-	
2	tt0532871:6.6	tt1000212:6.2	tt1000213:8.0	tt1210550:6.7	tt1210551:6.2	tt1210552:7.6	tt1210557:6.4	tt1210565:6.6	tt1210566:8.4	tt1210568:6.6	tt1210570:6.4	tt1210572:6.6	tt1210573:7.0	tt1210578:6.8	tt1210589:8.6	tt1210596:6.4	tt1210597:8.0	tt1210609:6.2	tt1210621:6.4	tt1210622:8.4	tt1210628:6.6	tt1210630:8.4	tt1210631:7.6	tt1210634:6.6	tt1210643:6.2	
1	tt0532872:8.0	tt0532874:7.9	tt0971373:8.2	tt1192490:-	tt1195509:9.4	tt1195614:-	tt1198775:9.4	tt1198776:-	tt1202844:8.2	tt1202845:8.0	tt1203617:6.2	tt1203618:6.4	tt1210582:8.0	tt1210590:6.8	
4	tt0532873:-	tt1210558:-	tt1210563:-	tt1210564:-	tt1210571:-	tt1210580:-	tt1210587:-	tt1210593:-	tt1210595:-	tt1210598:-	tt1210599:-	tt1210604:-	tt1210605:-	tt1210606:-	tt1210607:-	tt1210608:-	tt1210612:-	tt1210614:-	tt1210616:-	tt1210619:-	tt1210625:-	tt1210632:-	tt1210638:-	tt1210639:-	tt1210896:-	
3	tt1210554:-	tt1210555:-	tt1210561:-	tt1210562:-	tt1210567:-	tt1210574:-	tt1210577:-	tt1210579:-	tt1210584:-	tt1210585:-	tt1210591:-	tt1210594:-	tt1210600:-	tt1210601:-	tt1210613:-	tt1210615:-	tt1210617:-	tt1210620:-	tt1210623:-	tt1210627:-	tt1210629:6.2	tt1210636:-	tt1210637:-	tt1210640:-	tt1210641:-	
