1	tt1415759:-	tt1415760:-	tt1415761:-	tt1415762:-	tt1415763:-	tt1415764:-	tt1415765:-	
2	tt1416092:-	tt1416093:-	tt1416094:-	tt1416102:-	tt1416104:-	tt1416105:-	
4	tt1416095:-	tt1416097:-	tt1416099:-	tt1416101:-	tt1416103:-	tt1416107:-	
\N	tt1416096:-	
3	tt1416098:-	tt1416100:-	tt1416106:-	tt1416108:-	tt1416109:-	tt1416110:-	
