7	tt10519112:-	tt10519500:-	tt12476526:-	tt12482150:-	tt12482428:-	tt9275276:-	tt9275288:-	tt9275296:-	tt9275306:-	tt9275314:-	tt9275322:-	tt9275324:-	tt9275328:-	tt9275332:-	tt9275346:-	tt9275758:-	tt9275770:-	
8	tt11202574:-	tt11202686:-	tt12396074:-	tt12396110:-	tt12396160:-	tt12396712:-	tt12396722:-	tt12396752:-	tt12396776:-	tt12402872:-	tt12402908:-	tt12402934:-	tt12402948:-	tt12402984:-	
9	tt12372710:-	tt12372846:-	tt12395966:-	tt12396004:-	tt12396034:-	tt12706454:-	tt12706516:-	tt13153926:-	tt13153940:-	tt13185636:-	tt13351488:-	tt13520862:-	tt13687954:-	
10	tt13838704:-	tt14017144:-	tt14251792:-	tt14444346:-	tt14623772:-	
1	tt6978712:-	tt6978716:-	tt6978722:-	tt6978724:-	tt6978730:-	tt6978732:-	tt6978734:-	tt6978738:-	tt6978740:-	tt6978746:-	tt6978752:-	tt6978756:-	
2	tt6978726:-	tt6978728:-	tt6978736:-	tt6978742:-	tt6978744:-	tt6978748:-	tt6978750:-	tt6978768:-	tt6978770:-	tt6978772:-	tt6978788:-	
3	tt6978754:-	tt6978760:-	tt6978762:-	tt6978764:-	tt6978774:-	tt6978776:-	tt6978778:-	tt6978782:-	tt6978790:-	tt9347512:-	tt9347516:-	tt9347520:-	
5	tt7266680:-	tt7266860:-	tt7267462:-	tt7267562:-	tt7267628:-	tt7267668:-	tt7271554:-	tt7271778:-	tt7272222:-	tt7281044:-	tt7281482:-	tt7281512:-	tt7281596:-	tt7281682:-	
6	tt7281780:-	tt7293054:-	tt7294122:-	tt7294188:-	tt8151720:-	tt8180444:-	tt8180446:-	tt8180450:-	tt8180452:-	tt8180456:-	tt8180458:-	tt9347612:-	
4	tt8005138:-	tt8054540:-	tt8116304:-	tt8164800:-	tt8164812:-	tt8164816:-	tt8164824:-	tt9347484:-	tt9347532:-	tt9347542:-	tt9347552:-	tt9357900:-	
