10	tt10001184:9.1	tt10547562:7.4	tt10547564:7.1	tt10547570:7.6	tt10547578:7.2	tt10547580:7.7	tt10547584:7.6	tt10547586:7.7	tt10547592:7.8	tt10611688:7.4	tt10740404:6.9	tt9694620:7.6	
11	tt11600240:7.1	tt11600242:7.5	tt11600246:7.9	tt11622612:6.0	tt13236040:7.5	tt13389224:7.4	tt13389234:8.1	tt13389238:8.2	tt13389246:8.2	tt13389248:7.5	tt13389254:7.6	tt13389260:8.9	
1	tt1589573:8.5	tt1717968:8.1	tt1732475:8.5	tt1733025:8.4	tt1744244:8.0	tt1751740:8.1	tt1812445:8.9	tt1812446:8.6	tt1812447:8.7	tt1814409:8.6	tt1814410:8.6	tt1814411:8.3	
2	tt1988453:8.2	tt2004908:8.0	tt2048583:8.5	tt2064556:8.1	tt2080942:8.3	tt2091073:9.2	tt2093744:8.6	tt2104602:8.8	tt2105878:8.6	tt2108266:8.2	tt2108267:8.5	tt2108268:8.3	
3	tt2316912:8.6	tt2316918:8.5	tt2316924:8.8	tt2316926:8.5	tt2316928:8.8	tt2386512:8.9	tt2666306:8.7	tt2666310:8.5	tt2666312:8.4	tt2666314:8.7	tt2666316:9.0	tt2747042:9.2	
4	tt2785156:8.3	tt3332046:8.6	tt3380306:8.5	tt3391558:9.0	tt3391660:8.5	tt3437538:9.1	tt3437540:9.0	tt3478768:9.0	tt3507312:8.8	tt3507316:9.4	tt3507322:8.9	tt3570280:9.5	
5	tt3547068:8.4	tt3858934:8.7	tt3858936:8.5	tt3878444:8.8	tt3902188:8.2	tt3904378:8.9	tt3953104:9.2	tt3979142:8.7	tt4056348:9.0	tt4079958:8.9	tt4080744:9.1	tt4112036:9.0	
6	tt4368544:8.5	tt4393194:9.0	tt4815168:8.1	tt4850056:8.6	tt4881556:8.6	tt5037490:8.5	tt5056040:8.7	tt5090596:8.1	tt5152654:8.5	tt5159602:8.7	tt5205752:8.4	tt5208858:9.0	
7	tt5338242:8.6	tt5507134:9.3	tt5521840:8.3	tt5585914:8.5	tt5602264:8.6	tt5638836:8.1	tt5678448:8.6	tt5688526:8.3	tt5745128:9.1	tt5745132:8.6	tt5745134:8.9	tt5745136:9.3	
8	tt6347410:8.5	tt6349112:8.3	tt6360832:9.0	tt6360834:8.3	tt6402814:8.5	tt6423672:8.3	tt6428796:8.3	tt6428798:8.6	tt6428800:7.9	tt6428802:8.1	tt6428804:8.1	tt6428808:8.0	
9	tt7613412:8.1	tt8245452:7.5	tt8245454:7.5	tt8245456:7.7	tt8245464:8.2	tt8245466:9.0	tt8245468:7.7	tt8245470:8.4	tt8245474:8.0	tt8245476:8.0	tt8245478:8.4	tt8245480:8.4	tt8810000:8.5	tt8810002:9.2	
